종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
131370,알서포트,KOSDAQ,벤처기업부,3260,-85,-2.54,3335,3370,3250,98076,324136215,1.73651E+11,53267083
140670,알에스오토메이션,KOSDAQ,벤처기업부,13520,160,1.2,13490,13910,13380,238466,3254184940,1.25778E+11,9303140
96610,알에프세미,KOSDAQ,중견기업부,11050,140,1.28,11000,12100,10860,597835,6867587970,1.74768E+11,15816151
61040,알에프텍,KOSDAQ,중견기업부,3920,-25,-0.63,3900,3950,3870,57042,222306530,1.2579E+11,32089259
148250,알엔투테크놀로지,KOSDAQ,벤처기업부,6010,-260,-4.15,6160,6270,6000,20158,122172850,44421027860,7391186
347860,알체라,KOSDAQ,기술성장기업부,14620,-780,-5.06,15530,15890,14300,1485703,22183437000,3.15066E+11,21550372
196170,알테오젠,KOSDAQ GLOBAL,기술성장기업부,44950,-500,-1.1,45600,45900,44150,453294,20421557200,2.32405E+12,51703106
123750,알톤스포츠,KOSDAQ,중견기업부,3570,-25,-0.7,3560,3660,3540,56359,202599420,45504280290,12746297
85810,알티캐스트,KOSDAQ,중견기업부,1560,-1,-0.06,1531,1561,1504,78298,119824586,46309799640,29685769
117670,알파홀딩스,KOSDAQ,투자주의환기종목(소속부없음),945,0,0,0,0,0,0,0,34481616435,36488483
314140,알피바이오,KOSDAQ,중견기업부,10040,-260,-2.52,10260,10340,10040,36040,365582000,87010264440,8666361
291650,압타머사이언스,KOSDAQ,기술성장기업부,3820,-220,-5.45,3995,3995,3780,150962,576926205,64864562640,16980252
293780,압타바이오,KOSDAQ,기술성장기업부,9980,-110,-1.09,10030,10220,9930,95082,955357580,2.22543E+11,22298866
18250,애경산업,KOSPI,,23900,-500,-2.05,24400,25100,23850,62120,1514823950,6.31197E+11,26409935
161000,애경케미칼,KOSPI,,16940,-160,-0.94,17220,17400,16740,439177,7447555370,8.24109E+11,48648709
390110,애니메디솔루션,KONEX,일반기업부,5050,-10,-0.2,5050,5050,5050,1,5050,45327774850,8975797
196300,애니젠,KOSDAQ,기술성장기업부,15080,80,0.53,14840,15500,14840,51359,775280770,84486544480,5602556
310200,애니플러스,KOSDAQ,벤처기업부,3470,20,0.58,3450,3485,3345,342587,1169568745,1.56798E+11,45186656
179530,애드바이오텍,KOSDAQ,기술성장기업부,3500,-85,-2.37,3585,3585,3430,18600,64815730,31991554000,9140444
900100,애머릿지,KOSDAQ,외국기업(소속부없음),2085,-70,-3.25,2155,2180,2085,48268,101784740,76228627905,36560493
205500,액션스퀘어,KOSDAQ,중견기업부,1800,-129,-6.69,1929,1929,1800,194366,358178621,83782904400,46546058
52790,액토즈소프트,KOSDAQ,중견기업부,6210,-10,-0.16,6220,6480,6180,19846,124333850,70363261980,11330638
290740,액트로,KOSDAQ,벤처기업부,7150,-190,-2.59,7320,7320,7060,89783,643253570,71964828650,10065011
238090,앤디포스,KOSDAQ,벤처기업부,2970,130,4.58,2760,3255,2760,920760,2766617005,69917669910,23541303
92600,앤씨앤,KOSDAQ,벤처기업부,1528,-19,-1.23,1521,1550,1511,28325,43207279,38327613976,25083517
129890,앱코,KOSDAQ,벤처기업부,4100,105,2.63,3990,4215,3940,120895,492019215,41527596200,10128682
174900,앱클론,KOSDAQ,기술성장기업부,16790,-660,-3.78,17630,17640,16570,138478,2353039010,2.57761E+11,15352069
255440,야스,KOSDAQ,우량기업부,9560,-150,-1.54,9620,9770,9400,36629,348034040,1.24834E+11,13058000
30960,양지사,KOSDAQ,중견기업부,18710,-120,-0.64,18590,19970,18400,1225861,23471296490,2.98986E+11,15980000
102120,어보브반도체,KOSDAQ,우량기업부,9480,-160,-1.66,9680,9720,9400,119839,1143612910,1.68562E+11,17780753
263540,어스앤에어로스페이스,KOSDAQ,관리종목(소속부없음),5950,0,0,0,0,0,0,0,62439841450,10494091
238120,얼라인드,KOSDAQ,기술성장기업부,8500,230,2.78,8180,8530,8180,17832,149188760,61110308000,7189448
224810,엄지하우스,KONEX,일반기업부,3700,260,7.56,3425,3700,3425,1105,3795010,15540000000,4200000
19990,에너토크,KOSDAQ,중견기업부,6810,-130,-1.87,6810,6980,6710,26926,183523280,66438959280,9756088
11090,에넥스,KOSPI,,619,12,1.98,607,661,607,811364,521029734,37134825779,59991641
270660,에브리봇,KOSDAQ,벤처기업부,14170,-260,-1.8,14600,14600,13910,456343,6204322290,1.72751E+11,12191342
38680,에스넷,KOSDAQ,중견기업부,4640,-130,-2.73,4780,4890,4630,55655,261896215,85528535360,18432874
137310,에스디바이오센서,KOSPI,,12540,-1380,-9.91,13750,13760,12450,3520193,45603545370,1.30983E+12,104452353
217480,에스디생명공학,KOSDAQ,관리종목(소속부없음),349,0,0,0,0,0,0,0,14870423038,42608662
121890,에스디시스템,KOSDAQ,관리종목(소속부없음),739,0,0,0,0,0,0,0,9375042680,12686120
97780,에스맥,KOSDAQ,중견기업부,1260,-28,-2.17,1280,1286,1241,121008,152495566,79040225880,62730338
304360,에스바이오메딕스,KOSDAQ,기술성장기업부,9010,-80,-0.88,9180,9470,8890,174366,1603195700,1.01769E+11,11295076
389500,에스비비테크,KOSDAQ,기술성장기업부,45250,200,0.44,45600,46650,44150,282502,12808076050,2.79414E+11,6174904
42110,에스씨디,KOSDAQ,우량기업부,1577,39,2.54,1532,1588,1532,484517,760184244,76215722428,48329564
298060,에스씨엠생명과학,KOSDAQ,기술성장기업부,4935,-85,-1.69,5020,5040,4890,25770,127180850,60483557400,12256040
65420,에스아이리소스,KOSDAQ,중견기업부,315,-13,-3.96,328,331,315,598916,191957069,22546849185,71577299
270210,에스알바이오텍,KONEX,일반기업부,4685,0,0,0,0,0,0,0,5822072925,1242705
103230,에스앤더블류,KOSDAQ,중견기업부,5370,200,3.87,5170,5480,5150,102580,545356830,38664000000,7200000
260970,에스앤디,KOSDAQ,벤처기업부,13990,-180,-1.27,14140,14190,13980,2258,31699830,56791285800,4059420
101490,에스앤에스텍,KOSDAQ,우량기업부,51900,-800,-1.52,53100,53800,50900,273884,14244545300,1.11333E+12,21451447
95910,에스에너지,KOSDAQ,중견기업부,2185,15,0.69,2170,2220,2095,51273,110835950,42617339055,19504503
275630,에스에스알,KOSDAQ,벤처기업부,5250,-310,-5.58,5570,5620,5080,121871,663298590,31594442250,6017989
31330,에스에이엠티,KOSDAQ,우량기업부,2755,-50,-1.78,2800,2830,2735,256463,710787725,2.75486E+11,99995067
60540,에스에이티,KOSDAQ,중견기업부,2290,-50,-2.14,2305,2370,2265,123350,284489160,59845270740,26133306
351320,에스에이티이엔지,KOSDAQ,벤처기업부,3015,-20,-0.66,3035,3050,2975,25491,76792920,66377896290,22015886
56190,에스에프에이,KOSDAQ GLOBAL,우량기업부,37500,250,0.67,37500,37900,37200,96312,3614941650,1.34658E+12,35908760
80000,에스엔유,KOSDAQ,우량기업부,3075,-85,-2.69,3135,3165,3040,177812,549389255,1.05543E+11,34322870
5850,에스엘,KOSPI,,34000,-200,-0.58,34250,35000,33850,129885,4471536000,1.57925E+12,46448520
214310,에스엘에너지,KOSDAQ,투자주의환기종목(소속부없음),306,0,0,0,0,0,0,0,22516276518,73582603
246250,에스엘에스바이오,KONEX,일반기업부,9550,-110,-1.14,9790,9790,9200,6824,63718370,65566508650,6865603
258540,에스엘테라퓨틱스,KONEX,일반기업부,682,2,0.29,700,700,585,541,345288,7077877158,10378119
41510,에스엠,KOSDAQ,우량기업부,138000,-1000,-0.72,140600,141500,133300,278206,38285046600,3.28866E+12,23830901
10580,에스엠벡셀,KOSPI,,2335,-100,-4.11,2430,2460,2305,239833,569976560,2.59773E+11,111251760
299670,에스엠비나,KONEX,일반기업부,1800,0,0,0,0,0,0,0,9810000000,5450000
7820,에스엠코어,KOSDAQ,중견기업부,6050,-230,-3.66,6280,6330,6030,107484,658056520,1.21205E+11,20033946
109610,에스와이,KOSDAQ,벤처기업부,3980,-65,-1.61,4035,4090,3970,627795,2519774910,1.94651E+11,48907400
12750,에스원,KOSPI,,56700,100,0.18,56800,57400,56200,56151,3182405800,2.15455E+12,37999178
31860,에스유홀딩스,KOSDAQ,중견기업부,1020,-15,-1.45,1073,1082,1011,1405838,1455039918,89682444300,87923965
306040,에스제이그룹,KOSDAQ,우량기업부,10600,-400,-3.64,11000,11000,10580,22538,240957410,1.04578E+11,9865828
217910,에스제이켐,KONEX,일반기업부,488,47,10.66,492,492,386,1293,556818,6339374736,12990522
224020,에스케이씨에스,KONEX,일반기업부,1699,166,10.83,1759,1759,1351,983,1479894,5860846614,3449586
435870,에스케이증권제8호스팩,KOSDAQ,SPAC(소속부없음),2240,0,0,0,0,0,0,0,8332800000,3720000
455910,에스케이증권제9호스팩,KOSDAQ,SPAC(소속부없음),2095,0,0,2095,2095,2080,132164,275748215,10516900000,5020000
96630,에스코넥,KOSDAQ,중견기업부,1589,-132,-7.67,1730,1745,1580,3411570,5598369544,1.12235E+11,70632655
69510,에스텍,KOSDAQ,벤처기업부,8030,40,0.5,7990,8030,7810,15528,122919120,87607300000,10910000
41910,에스텍파마,KOSDAQ,우량기업부,6500,-180,-2.69,6660,6700,6480,26727,175560950,77338709500,11898263
234300,에스트래픽,KOSDAQ,벤처기업부,4605,-195,-4.06,4790,4830,4580,391485,1825188615,1.26786E+11,27532242
39440,에스티아이,KOSDAQ,우량기업부,25150,250,1,25400,26700,24400,861005,22067439650,3.98125E+11,15830000
98660,에스티오,KOSDAQ,중견기업부,2500,60,2.46,2425,2505,2410,19217,46951745,31252440000,12500976
52020,에스티큐브,KOSDAQ,벤처기업부,12890,-660,-4.87,13800,13800,12830,404206,5281765270,5.9653E+11,46278501
237690,에스티팜,KOSDAQ GLOBAL,우량기업부,74000,-4800,-6.09,79000,79000,73300,186442,13967969800,1.39185E+12,18808775
50760,에스폴리텍,KOSDAQ,중견기업부,2090,-55,-2.56,2125,2145,2070,26646,56151685,34139477020,16334678
288620,에스퓨얼셀,KOSDAQ,벤처기업부,17200,-90,-0.52,17110,17540,17110,18718,323717330,1.20044E+11,6979316
317830,에스피시스템스,KOSDAQ,벤처기업부,14280,-320,-2.19,14700,14980,14140,302118,4411581780,1.36133E+11,9533135
58610,에스피지,KOSDAQ,우량기업부,33000,150,0.46,33300,33800,32550,777724,25711068900,7.31853E+11,22177360
43340,에쎈테크,KOSDAQ,중견기업부,792,-28,-3.41,809,845,778,258383,211079261,57024000000,72000000
23960,에쓰씨엔지니어링,KOSPI,,2220,-50,-2.2,2265,2310,2100,1601866,3507214915,69373568100,31249355
298690,에어부산,KOSPI,,3010,90,3.08,2900,3065,2850,945519,2803441755,3.51086E+11,116640000
187660,에이디엠코리아,KOSDAQ,중견기업부,2235,-55,-2.4,2295,2330,2235,183244,415238710,48804018750,21836250
54630,에이디칩스,KOSDAQ,투자주의환기종목(소속부없음),361,-3,-0.82,366,415,359,2824827,1089199649,28775115421,79709461
200710,에이디테크놀로지,KOSDAQ,우량기업부,23000,500,2.22,22950,23550,22400,224898,5169497200,3.08823E+11,13427069
96690,에이루트,KOSDAQ,중견기업부,375,-10,-2.6,386,388,373,243402,92268385,60368980500,160983948
140910,에이리츠,KOSPI,,3670,10,0.27,3665,3730,3535,1143,4177425,16379327440,4463032
78520,에이블씨엔씨,KOSPI,,7490,220,3.03,7400,7650,7180,185682,1379404180,1.94846E+11,26014161
298380,에이비엘바이오,KOSDAQ,기술성장기업부,18570,-600,-3.13,19280,19280,18420,544629,10211415490,8.88622E+11,47852539
203400,에이비온,KOSDAQ,기술성장기업부,7920,-180,-2.22,8140,8390,7710,98768,788872440,1.53444E+11,19374181
195990,에이비프로바이오,KOSDAQ,중견기업부,392,-5,-1.26,397,403,388,663261,261179258,1.08698E+11,277289721
3800,에이스침대,KOSDAQ,우량기업부,26000,-50,-0.19,26200,26250,25750,1338,34862250,2.8834E+11,11090000
88800,에이스테크,KOSDAQ,중견기업부,2425,-75,-3,2465,2510,2400,151739,368740690,1.08946E+11,44926073
241840,에이스토리,KOSDAQ,중견기업부,14930,-140,-0.93,15070,15440,14880,28507,428520370,1.42432E+11,9539994
311960,에이아이더뉴트리진,KONEX,일반기업부,17760,-140,-0.78,18490,18490,17150,580,10101680,54392912640,3062664
312610,에이에프더블류,KOSDAQ,중견기업부,3900,90,2.36,3840,3965,3705,66038,248246405,79001863200,20256888
15260,에이엔피,KOSPI,,1537,-53,-3.33,1570,1588,1514,111955,172773169,68729483365,44716645
172670,에이엘티,KOSDAQ,벤처기업부,22400,600,2.75,21900,24800,21100,1276237,29258379100,1.90169E+11,8489671
234070,에이원알폼,KONEX,일반기업부,1428,-1,-0.07,1428,1428,1428,51,72828,9908152296,6938482
72990,에이치시티,KOSDAQ,우량기업부,8370,230,2.83,8140,9250,8130,539717,4735739200,60017595570,7170561
227100,에이치앤비디자인,KOSDAQ,중견기업부,3785,-160,-4.06,3930,3930,3720,86196,326750490,48018637170,12686562
44990,에이치엔에스하이텍,KONEX,일반기업부,14000,0,0,14000,14200,14000,1851,25948190,1.05155E+11,7511064
239610,에이치엘사이언스,KOSDAQ,우량기업부,14870,0,0,14750,15180,14720,5329,79015550,80180750050,5392115
353060,에이치엠씨제5호스팩,KOSDAQ,SPAC(소속부없음),2090,0,0,0,0,0,0,0,10690350000,5115000
148930,에이치와이티씨,KOSDAQ,중견기업부,8830,80,0.91,8760,9040,8640,61753,544023340,89184880790,10100213
44780,에이치케이,KOSDAQ,벤처기업부,1847,-7,-0.38,1846,1854,1817,97491,178433932,34180188589,18505787
357230,에이치피오,KOSDAQ,중견기업부,8820,-30,-0.34,9020,9170,8820,155148,1394337030,1.82677E+11,20711686
71670,에이테크솔루션,KOSDAQ,우량기업부,11000,-300,-2.65,11350,11420,10980,56189,624822520,1.1E+11,10000000
45660,에이텍,KOSDAQ,우량기업부,9350,-70,-0.74,9420,9490,9210,15837,147026980,77231000000,8260000
224110,에이텍모빌리티,KOSDAQ,벤처기업부,13170,-30,-0.23,13030,13190,12910,28023,364993940,70327800000,5340000
230980,에이트원,KOSDAQ,벤처기업부,1012,-34,-3.25,1055,1059,1000,284501,288979346,84449454936,83448078
21080,에이티넘인베스트,KOSDAQ,우량기업부,2860,-30,-1.04,2880,2930,2820,507306,1458413975,1.3728E+11,48000000
89530,에이티세미콘,KOSDAQ,관리종목(소속부없음),600,0,0,0,0,0,0,0,43367041800,72278403
200470,에이팩트,KOSDAQ,우량기업부,3205,-45,-1.38,3250,3350,3190,215763,705173400,1.35771E+11,42362093
207490,에이펙스인텍,KONEX,일반기업부,7000,0,0,0,0,0,0,0,25200000000,3600000
262260,에이프로,KOSDAQ,벤처기업부,17000,-220,-1.28,17220,17480,16670,178942,3034543690,2.45846E+11,14461554
7460,에이프로젠,KOSPI,,1348,-65,-4.6,1412,1422,1341,1462243,2004007455,3.41946E+11,253668855
109960,에이프로젠 H&G,KOSDAQ,중견기업부,1319,-42,-3.09,1351,1371,1310,46177,61538187,68431162986,51881094
3060,에이프로젠바이오로직스,KOSPI,,363,-10,-2.68,371,376,363,914369,337894791,2.41669E+11,665754689
397030,에이프릴바이오,KOSDAQ,기술성장기업부,23400,-850,-3.51,24050,24750,22400,96126,2228224200,2.50107E+11,10688325
244920,에이플러스에셋,KOSPI,,4370,130,3.07,4240,4375,4165,91661,397092990,98795618410,22607693
89970,에이피티씨,KOSDAQ,우량기업부,15970,-160,-0.99,16160,16370,15800,69182,1113216690,3.8297E+11,23980595
230240,에치에프알,KOSDAQ,우량기업부,21000,-300,-1.41,21550,21650,20800,105910,2232916900,2.8327E+11,13489026
230360,에코마케팅,KOSDAQ GLOBAL,우량기업부,10450,90,0.87,10880,11960,10450,900200,10065374880,3.38246E+11,32368029
38870,에코바이오,KOSDAQ,중견기업부,4915,-175,-3.44,5050,5100,4900,65080,322942720,63337398165,12886551
101360,에코앤드림,KOSDAQ,우량기업부,32000,-150,-0.47,32500,32650,31500,103019,3311179050,3.65289E+11,11415283
128540,에코캡,KOSDAQ,벤처기업부,3790,-80,-2.07,3820,3880,3775,103959,396138395,1.01157E+11,26690460
86520,에코프로,KOSDAQ,우량기업부,1077000,11000,1.03,1055000,1105000,1018000,1029449,1.09576E+12,2.8678E+13,26627668
247540,에코프로비엠,KOSDAQ GLOBAL,우량기업부,339000,-1000,-0.29,340000,344500,327000,1539286,5.18428E+11,3.31547E+13,97801344
383310,에코프로에이치엔,KOSDAQ,중견기업부,124000,6000,5.08,116800,127300,111800,3773146,4.47785E+11,1.89781E+12,15304932
38110,에코플라스틱,KOSDAQ,우량기업부,5550,-90,-1.6,5640,5740,5510,532383,2981475340,1.8964E+11,34169370
73540,에프알텍,KOSDAQ,벤처기업부,2545,-20,-0.78,2565,2655,2535,17646,45213095,29013000000,11400000
64850,에프앤가이드,KOSDAQ,벤처기업부,7800,10,0.13,8000,8000,7700,6760,52395490,94224000000,12080000
36810,에프에스티,KOSDAQ,우량기업부,24500,-350,-1.41,25300,25650,24250,272253,6739144650,5.33041E+11,21756789
173940,에프엔씨엔터,KOSDAQ,중견기업부,7070,320,4.74,6750,7090,6750,19523,135334100,1.08742E+11,15380759
83500,에프엔에스테크,KOSDAQ,벤처기업부,9050,-230,-2.48,9180,9340,8850,86739,779771220,76841034100,8490722
446440,에피바이오텍,KONEX,일반기업부,18770,-930,-4.72,18900,20200,17500,216,3984670,43124150080,2297504
54940,엑사이엔씨,KOSDAQ,중견기업부,1063,-9,-0.84,1055,1080,1053,145028,154039161,35263481524,33173548
43090,엑서지21,KOSDAQ,투자주의환기종목(소속부없음),651,-12,-1.81,631,667,631,402997,261734338,38017106463,58398013
950130,엑세스바이오,KOSDAQ,외국기업(소속부없음),8420,-580,-6.44,8910,8940,8320,556382,4761737620,3.05777E+11,36315527
205100,엑셈,KOSDAQ,벤처기업부,4050,-30,-0.74,4100,4105,3990,312974,1260106620,1.47348E+11,36382273
356680,엑스게이트,KOSDAQ,벤처기업부,4085,330,8.79,3760,4700,3635,11907281,51774005325,1.10853E+11,27136485
70300,엑스큐어,KOSDAQ,벤처기업부,2900,0,0,2870,2905,2860,12314,35361415,21361614600,7366074
317770,엑스페릭스,KOSDAQ,벤처기업부,9280,-3970,-29.96,13310,13960,9280,726973,8310778800,1.98389E+11,21378140
92870,엑시콘,KOSDAQ,우량기업부,14300,320,2.29,14170,14370,13500,188989,2636455330,1.55138E+11,10848797
317870,엔바이오니아,KOSDAQ,기술성장기업부,15580,-320,-2.01,15900,16090,15350,47159,740992810,1.30004E+11,8344293
67570,엔브이에이치코리아,KOSDAQ,중견기업부,3250,-130,-3.85,3290,3355,3235,102964,336310175,1.0668E+11,32824712
236810,엔비티,KOSDAQ,기술성장기업부,7700,-120,-1.53,7900,8360,7540,1598702,12851157270,1.30711E+11,16975426
140610,엔솔바이오사이언스,KONEX,일반기업부,11540,-400,-3.35,11940,11940,11230,7063,80745860,1.24953E+11,10827814
333620,엔시스,KOSDAQ,벤처기업부,13250,-250,-1.85,13550,13550,13200,31429,418154650,1.39872E+11,10556344
101400,엔시트론,KOSDAQ,중견기업부,667,7,1.06,651,667,642,167001,108636054,39477211408,59186224
36570,엔씨소프트,KOSPI,,278500,-3000,-1.07,283000,285000,276500,75891,21172494000,6.1142E+12,21954022
238170,엔에스엠,KONEX,일반기업부,388,1,0.26,388,394,386,15595,6079250,8060577392,20774684
224760,엔에스컴퍼니,KONEX,일반기업부,3910,0,0,0,0,0,0,0,15404227000,3939700
380440,엔에이치스팩19호,KOSPI,,9990,-10,-0.1,10010,10020,9990,22841,228364960,1.02477E+11,10258000
391060,엔에이치스팩20호,KOSDAQ,SPAC(소속부없음),10000,20,0.2,10000,10000,9970,4865,48566030,51000000000,5100000
422040,엔에이치스팩23호,KOSDAQ,SPAC(소속부없음),2130,10,0.47,2080,2180,2080,51443,110211525,15250800000,7160000
437780,엔에이치스팩24호,KOSDAQ,SPAC(소속부없음),2180,0,0,0,0,0,0,0,10965400000,5030000
438580,엔에이치스팩25호,KOSDAQ,SPAC(소속부없음),2460,0,0,0,0,0,0,0,7429200000,3020000
439410,엔에이치스팩26호,KOSDAQ,SPAC(소속부없음),2075,0,0,2075,2080,2055,19107,39326950,18260000000,8800000
440820,엔에이치스팩27호,KOSDAQ,SPAC(소속부없음),2090,0,0,2080,2100,2075,6800,14199080,16302000000,7800000
450410,엔에이치스팩28호,KOSDAQ,SPAC(소속부없음),2230,0,0,0,0,0,0,0,8741600000,3920000
451700,엔에이치스팩29호,KOSDAQ,SPAC(소속부없음),2025,-5,-0.25,2030,2035,2020,23561,47685000,29058750000,14350000
265740,엔에프씨,KOSDAQ,중견기업부,7970,10,0.13,7960,8160,7860,10842,85869670,71186446000,8931800
354200,엔젠바이오,KOSDAQ,기술성장기업부,6540,-190,-2.82,6650,6710,6420,37287,244152100,82517874480,12617412
419080,엔젯,KOSDAQ,기술성장기업부,20550,-550,-2.61,21150,21400,20200,49083,1016213550,2.16141E+11,10517817
93510,엔지브이아이,KONEX,일반기업부,1650,-110,-6.25,1650,1650,1650,15,24750,9933000000,6020000
208860,엔지스테크널러지,KOSDAQ,투자주의환기종목(소속부없음),2205,0,0,0,0,0,0,0,25233717915,11443863
183490,엔지켐생명과학,KOSDAQ,기술성장기업부,1510,-50,-3.21,1578,1586,1510,304313,465205239,1.28449E+11,85065562
85310,엔케이,KOSPI,,1070,20,1.9,1060,1094,1052,636611,684628647,85582186640,79983352
182400,엔케이맥스,KOSDAQ,기술성장기업부,12920,-170,-1.3,13340,13340,12810,178303,2314517180,5.22159E+11,40414788
348370,엔켐,KOSDAQ,벤처기업부,63200,-1500,-2.32,64700,65200,63000,237418,15158251800,1.02629E+12,16238769
58450,엔터파트너즈,KOSDAQ,중견기업부,738,-28,-3.66,776,776,738,86575,64687500,38488726548,52152746
69410,엔텔스,KOSDAQ,벤처기업부,4910,-85,-1.7,4975,5100,4815,31189,152336730,50302085840,10244824
227950,엔투텍,KOSDAQ,중견기업부,850,-7,-0.82,857,864,834,545560,462400652,88039200500,103575530
291230,엔피,KOSDAQ,중견기업부,3615,-210,-5.49,3745,3775,3570,1493341,5486654580,1.58068E+11,43725551
198080,엔피디,KOSDAQ,중견기업부,1981,-8,-0.4,1982,1995,1973,15485,30659731,42661201485,21535185
48830,엔피케이,KOSDAQ,중견기업부,1842,-29,-1.55,1871,1880,1842,45103,83736096,34489466166,18723923
96870,엘디티,KOSDAQ,벤처기업부,3310,-15,-0.45,3245,3325,3235,16697,54443680,22105504000,6678400
276240,엘리비젼,KONEX,일반기업부,595,-104,-14.88,799,799,595,1685,1002779,4791617110,8053138
900140,엘브이엠씨홀딩스,KOSPI,,2655,-60,-2.21,2760,2765,2640,1124804,3026456930,4.55567E+11,171588411
138690,엘아이에스,KOSDAQ,관리종목(소속부없음),2750,0,0,0,0,0,0,0,1.82819E+11,66479460
290650,엘앤씨바이오,KOSDAQ,벤처기업부,35850,250,0.7,36150,36700,35200,273134,9820069800,8.13253E+11,22684891
66970,엘앤에프,KOSDAQ GLOBAL,우량기업부,215500,-1500,-0.69,216000,219500,212500,639031,1.38107E+11,7.80967E+12,36239776
156100,엘앤케이바이오,KOSDAQ,벤처기업부,7060,-130,-1.81,7250,7350,7000,88748,637622680,94643952540,13405659
311060,엘에이티,KONEX,일반기업부,5790,0,0,5780,5790,5780,23,132970,18316097580,3163402
73110,엘엠에스,KOSDAQ,중견기업부,6220,-90,-1.43,6170,6420,6170,28439,177436950,55331596100,8895755
83310,엘오티베큠,KOSDAQ,우량기업부,23600,-600,-2.48,24250,24850,23150,418684,9974062850,4.20317E+11,17810033
37950,엘컴텍,KOSDAQ,중견기업부,1436,-113,-7.3,1517,1557,1408,9063984,13451042583,1.21267E+11,84447519
170920,엘티씨,KOSDAQ,벤처기업부,9660,-60,-0.62,9710,11680,9600,2294837,24614898180,85240361640,8824054
58630,엠게임,KOSDAQ,우량기업부,7060,10,0.14,7140,7200,7040,104089,741266580,1.3798E+11,19543877
58970,엠로,KOSDAQ,기술성장기업부,71100,-2900,-3.92,75100,75200,68600,273080,19341403000,7.97182E+11,11212120
19590,엠벤처투자,KOSDAQ,중견기업부,1007,10,1,991,1022,991,641930,649400615,1.09136E+11,108377841
169330,엠브레인,KOSDAQ,중견기업부,3005,-50,-1.64,3055,3160,3000,31468,95484705,54847013590,18251918
97520,엠씨넥스,KOSPI,,27250,-650,-2.33,27900,27900,27100,60590,1655814050,4.89893E+11,17977732
373170,엠아이큐브솔루션,KOSDAQ,벤처기업부,30350,7000,29.98,22800,30350,21200,1497622,40386940400,1.4663E+11,4831300
179290,엠아이텍,KOSDAQ,우량기업부,10250,-30,-0.29,10180,10540,10120,144921,1494388360,3.29186E+11,32115678
9780,엠에스씨,KOSDAQ,우량기업부,5880,-30,-0.51,5870,5980,5790,58886,345161910,1.03488E+11,17600000
123040,엠에스오토텍,KOSDAQ,중견기업부,4750,-100,-2.06,4850,4910,4705,199113,945450995,2.16804E+11,45643047
323230,엠에프엠코리아,KOSDAQ,중견기업부,981,-51,-4.94,1032,1032,945,577375,569353158,29696498460,30271660
32790,엠젠솔루션,KOSDAQ,벤처기업부,2650,-25,-0.93,2660,2670,2560,25606,66772760,84154891950,31756563
33160,엠케이전자,KOSDAQ,우량기업부,14250,-40,-0.28,14450,14560,14180,133153,1903796270,3.14445E+11,22066331
347890,엠투아이,KOSDAQ,벤처기업부,8260,-20,-0.24,8320,8320,8180,45748,377596700,1.38753E+11,16798204
33310,엠투엔,KOSDAQ,중견기업부,3860,-10,-0.26,3885,3935,3845,72108,280135595,1.55721E+11,40342231
259630,엠플러스,KOSDAQ,벤처기업부,13740,-230,-1.65,14050,14100,13660,149756,2073102350,1.6876E+11,12282402
115960,연우,KOSDAQ,우량기업부,14340,-320,-2.18,14860,14860,14300,13388,194952770,1.77787E+11,12398000
60850,영림원소프트랩,KOSDAQ,벤처기업부,8250,-90,-1.08,8300,8420,8170,30667,254508020,67080750000,8131000
14440,영보화학,KOSPI,,3360,-105,-3.03,3465,3515,3360,27491,93951200,67200000000,20000000
143540,영우디에스피,KOSDAQ,벤처기업부,1070,-30,-2.73,1097,1109,1060,99771,107757152,47721887650,44599895
111770,영원무역,KOSPI,,59600,-2900,-4.64,63000,63000,59300,88313,5321067100,2.64096E+12,44311468
9970,영원무역홀딩스,KOSPI,,77200,-2000,-2.53,79300,79700,76400,19123,1483331100,1.05267E+12,13635592
3520,영진약품,KOSPI,,2440,-40,-1.61,2475,2535,2435,314433,772835285,4.46258E+11,182892731
670,영풍,KOSPI,,572000,5000,0.88,578000,587000,568000,1732,999351000,1.05365E+12,1842040
36560,영풍정밀,KOSDAQ,우량기업부,13680,-150,-1.08,13850,14000,13550,161743,2215645610,2.1546E+11,15750000
6740,영풍제지,KOSPI,,50600,1100,2.22,49800,53500,45450,3312887,1.68421E+11,2.352E+12,46482148
12280,영화금속,KOSPI,,896,-4,-0.44,900,909,886,66102,59020567,47841476480,53394505
265560,영화테크,KOSDAQ,벤처기업부,10270,-110,-1.06,10250,10440,10250,21531,221854650,1.09788E+11,10690180
12160,영흥,KOSPI,,666,-8,-1.19,674,690,666,18643,12484416,67472707752,101310372
36000,예림당,KOSDAQ,중견기업부,1986,29,1.48,1947,2040,1930,9703,19185504,45746074122,23034277
250930,예선테크,KOSDAQ,벤처기업부,917,-8,-0.86,925,925,905,42518,38727497,30261403480,33000440
53280,예스24,KOSDAQ,우량기업부,4695,-75,-1.57,4770,4785,4660,43284,204257580,1.17375E+11,25000000
15360,예스코홀딩스,KOSPI,,32150,-50,-0.16,31800,32700,31800,2922,93411450,1.929E+11,6000000
122640,예스티,KOSDAQ,벤처기업부,18270,-220,-1.19,18490,18500,17460,262280,4715159480,3.3635E+11,18409941
