Company,items,industry,description
핸즈코퍼레이션,자동차 알루미늄 휠,자동차 신품 부품 제조업,"기업개요
동사는 자동차부품 제조업체로서 자동차용 알루미늄 휠을 전문으로 생산하고 있음. 주로 주문자 상표 부착 생산(OEM)의 형태로 완성차 제조업체에 제품을 공급함.
금형 설계 및 생산능력과 2cavity 주조기 등 휠 제조장비의 자체 개발 및 생산능력을 갖추고 있으며, 이를 통한 휠 생산 Plant에 대한 자체 설계 능력을 보유하고 있음.
휠 산업에서 생산능력 기준 국내 1위, 글로벌 6위권에 위치하고 있음.
출처 : 에프앤가이드"
호전실업,스포츠웨어 및 아웃도어 웨어 OEM,봉제의복 제조업,"기업개요
동사는 스포츠 의류 및 고기능성 의류의 제조, 판매, 수출업을 주요 사업으로 영위함.
글로벌 브랜드에 OEM방식으로 의류를 공급하며, UNDER ARMOUR, MAJESTIC, ATHLETA, FANATICS 등이 주요 거래처임.
스포츠 신발에 활용되는 가죽생산을 위해 PT.DAEHWA LEATHER LESTARI를 설립하여 인도네시아 내의 NIKE, ADIDAS 등 주요 신발 브랜드 현지공장에 생산 공급하고 있음.
출처 : 에프앤가이드"
DH오토웨어,카멀티미디어 및 TFT-LCD 부품제조..,영상 및 음향기기 제조업,"기업개요
동사는 차량용 음향 및 영상기기 제품을 생산하는 Car Infortainment 전문생산업체임.
Car Audio, Digital AMP, 프런트 판넬, Navigation, 복합 AVNC 제품 등 디지털기술과 IT기술이 융합된 복합제품을 국내외 시장에 출시하고 있음.
매출액의 약 90% 이상을 현대모비스와 일본의 Alpine그룹에 납품하고 있으며, 대부분 OEM 제조 판매 중이나 자체 개발한 모델도 판매되고 있음.
출처 : 에프앤가이드"
KB오토시스,브레이크패드,자동차 신품 부품 제조업,"기업개요
동사는 1985년 설립되어 자동차 브레이크 패드(마찰재) 및 라이닝의 제조 및 판매 등을 주요 사업으로 영위하고 있음.
국내 제조시설에서 제품을 제조하고 있으며, 100% 출자한 해외현지법인으로서 장가항 법인, 인도 첸나이 법인, 미국 법인을 자회사로 보유하고 있음.
동사는 기존 출시 차량과 신규 개발될 신차 등에 동사 제품을 적용하기 위해 OEM/AM업체에 대하여 기술개발 및 마케팅 활동을 강화하고 있음.
출처 : 에프앤가이드"
감성코퍼레이션,"의류, 의류디자인, 휴대폰 주변기기",기타 전문 도매업,"기업개요
동사 사업은 의류 부문과 모바일 부문으로 분류됨. 의류 사업 부문은 브랜드 '스노우파크 어패럴'을 보유했음. 의류, 신발 등을 제조, 유통함.
모바일 사업 부문은 브랜드 '엑티몬'을 보유하고 있으며, 보조배터리, 충전기류, 스피커, 케이블 등 휴대폰 악세사리 등을 판매함.
2019년 라이선스 계약을 체결한 이후 직접 기획, 소싱, 디자인을 하고 있으며, 제품의 제조는 하도급사로부터 완사입의 형태로 받아 판매하고 있음.
출처 : 에프앤가이드"
골프존,골프시뮬레이터,소프트웨어 개발 및 공급업,"기업개요
동사는 2015년 3월, (구)골프존이 지주회사 체제로 전환하기 위해 분할하면서 스크린골프사업부문을 이관 받아 신규 설립된 사업회사임.
본사를 거점으로 국내 4개 법인 및 해외 13개 법인 등 동종업종을 영위하는 종속회사로 구성되어 있음.
사업부문별로 보면 스크린골프방, 실내골프연습장 등 골프 시뮬레이터를 활용한 스크린골프 사업과 A/S, 매장운영 지원, 자재판매 등의 서비스를 제공하는 스크린골프 유지보수사업이 있음.
출처 : 에프앤가이드"
그리티,"내의(원더브라, 플레이텍스, 미싱도로시, 르페)",봉제의복 제조업,"기업개요
라이프 스타일 전문기업으로 언더웨어, 애슬레저 및 스포츠웨어, 온라인 플랫폼 등의 사업을 영위함.
원더브라, 플레이텍스 등 글로벌 브랜드의 국내 및 중국 판매권을 확보하고 있으며, 크로커다일, 갭 등의 언더웨어 라이선스를 운영 중임.
대표 브랜드인 '원더브라', '플레이텍스', '감탄브라' 전용 쇼핑몰에 이어, 바디&홈웨어 온라인 플랫폼 '준앤줄라이'를 오픈하여 자체 운영하고 있음.
출처 : 에프앤가이드"
글로본,화장품 외,상품 종합 도매업,"기업개요
동사는 주요사업으로 기초화장품, 마스크팩, 화장품 용기(튜브) 등을 제조·판매하는 화장품사업을 영위함.
중국시장에 한류의 핵심을 담은 K-뷰티 제품인 'RUE KWAVE'(류 케이웨이브)를 런칭하였으며, 한류를 선호하는 중국, 동남아시아, 중동지역의 여성 고객을 타게팅하고 있음.
신재생에너지사업을 추진하기 위해 2021년 그린사이언스를 인수하였으나, 인수 후 매출이 급락하여 2022년 2월 주식매도청구권을 행사하여 매각하였음.
출처 : 에프앤가이드"
네오티스,"마이크로비트,샤프트",자동차 신품 부품 제조업,"기업개요
동사는 PCB의 가공에 사용되는 초정밀 공구인 마이크로 비트와 자동차에 사용되는 모터용 샤프트의 생산 및 판매사업을 영위하고 있음.
최종 전방 산업이 반도체, 휴대폰, LCD 등 전자, 전기 제품의 제조업체로 수출 비중이 높은 관계로 환율, 원자재 가격, 수출 시장 환경 등 해외의 경기변동에 따라 탄력적으로 반응하는 산업적 특성을 가지고 있음.
2021년 7월 광진정밀을 인수함으로써 렌즈연마기 사업부문이 추가됨.
출처 : 에프앤가이드"
대유에이피,자동차 스티어링휠,자동차 신품 부품 제조업,"기업개요
동사는 자동차부품 중 조향장치 제조를 사업목적으로 설립, 스티어링휠 부품을 제조하고 있음.
스티어링휠 산업은 특유의 특수성과 전문성으로 완성차에 스티어링휠제품을 납품할 수 있는 업체가 극소수일 정도로 진입장벽이 매우 높은 산업임.
동사는 국내 스티어링휠 업체에서 유일한 주조-성형-가죽공정으로 이어지는 전 공정 생산라인을 갖추고 있는 업체임. 국내 완성차 5개 업체 중 동사와 거래 중인 업체는 현대자동차, 기아, 한국GM임.
출처 : 에프앤가이드"
모트렉스,차량용 인포테인먼트,자동차 신품 부품 제조업,"기업개요
2001년 10월 설립된 동사는 IVI, HMI를 필두로, 4차산업혁명의 화두인 스마트카, 자율주행자동차, 커넥티드카 및 스마트카의 필수 장치에 해당하는 HUD, ADAS 등을 개발, 제조함.
주요 매출 품목은 Automotive HMI 기술을 적용한 IVI 제품이며 PIO 비즈니스 방식으로 제품을 공급 중임.
지속적인 R&D를 통해 미래 지향적인 In-Vehicle-Infotainment 개발을 위한 핵심 기술들을 확보함.
출처 : 에프앤가이드"
베뉴지,"백화점,예식장업",종합 소매업,"기업개요
동사는 백화점 및 할인점, 주택건설사업, 웨딩컨설팅 및 예식장업 등을 영위할 목적으로 1979년에 설립. 또한 1993년 코스닥시장에 상장되어 매매가 개시됨.
종속회사는 관광호텔업을 영위하는 호텔그랜드유통과 골프장운영업을 영위하는 부국관광이 있음.
복합쇼핑몰, 프리미엄아울렛, 온라인 채널 확대, 옴니채널 서비스 강화 등으로 온ㆍ오프라인 영역에서 新 성장동력을 지속적으로 발굴하여, 저성장 기조를 극복하려 노력하고 있음.
출처 : 에프앤가이드"
브랜드엑스코퍼레이션,"애슬레저의류, 생활/청결 용품",기타 정보 서비스업,"기업개요
동사는 온라인에 최적화된 브랜드 연구개발(R&D)과 소셜네트워크 기반 퍼포먼스 마케팅 노하우를 보유한 '제조 기술 기반 D2C(Direct to customer)' 기업임.
동사는 협력업체들과의 파트너십을 통해 독자적인 소싱 체계를 구축하고 엄격한 품질 관리를 통해 고품질의 요가복 및 기타 제품을 생산하고 있음.
다양한 카테고리를 포괄하는 브랜드를 기획함으로써 카테고리 및 제품 확장을 통한 지속적인 매출 성장을 도모하고 있음.
출처 : 에프앤가이드"
브이씨,골프용 거리측정기,운동 및 경기용구 제조업,"기업개요
동사는 반도체 및 동 부품 제조판매업 등을 주요 사업으로 하여 골프용 운동 및 경기용구 제조업을 영위할 목적으로 2005년 3월 29일 설립됨.
동사는 골프를 더 편하고 즐겁게 플레이를 할 수 있도록 도움을 주기 위해 골프 혁신제품을 개발하고 판매하는 토탈 골프 IT 기업임.
동사는 거리측정기 제품군, 론치모니터, 골프 시뮬레이터 제품군을 주요사업 영역으로 하고 있음.
출처 : 에프앤가이드"
브이티,"화장품, 라미네이팅필름, 라미네이팅기계",기타 화학제품 제조업,"기업개요
동사는 라미네이팅 , 화장품, 바이오 사업, 광고 대행업 및 해외 유통사업, 국내외 음반 기획, 생산, 홍보, 공연, 매니지먼트 등의 사업, 전기차/2차전지 사업, 수소에너지 사업, 주택공급 사업 등을 영위함.
라미네이팅 기계와 필름 생산량의 90% 이상을 해외 시장에 수출했으나 최근에는 내수시장 활성화로 국내시장에서 70%의 점유율을 확보하고 있음.
화장품 사업의 경우 한류열풍으로 동남아, 일본, 미국으로의 수출이 증가함.
출처 : 에프앤가이드"
삼기,자동차부품,자동차 신품 부품 제조업,"기업개요
동사는 알루미늄 다이캐스팅 전문회사로, 자동차 부품 및 합금을 주 제품으로 하며, 19년 기준 자동차 엔진/변속기 알루미늄 부품의 매출이 약 88%로 집중되어 있음.
동사는 친환경자동차(전기차,수소차)의 脫내연기관 시대로의 변화를 준비하며, 전기차 부품 및 차량경량화(샤시) 제품을 개발, 양산할 수 있는 기술과 설비를 보유하고 있음.
매출구성은 변속기부품 38.15%, 엔진부품 27.73% 등으로 이루어져 있음.
출처 : 에프앤가이드"
아이비김영,"오프라인 학원, 온라인강의",일반 교습 학원,"기업개요
동사는 온라인 및 오프라인을 통해 일반 성인을 대상으로 대학 편입학 입시교육 및 취업교육 컨텐츠를 제공하는 교육 기업임.
사업부문은 주력인 대학편입학원 및 인터넷 강의를 제공하는 편입사업부문과 컴퓨터학원, 뷰티학원 및 자격증 취득 등에 관련한 교육서비스를 제공하는 취업사업부문으로 구성되어 있음.
특히, 편입사업부문은 독보적인 브랜드 파워를 가지고 오프라인 학원 총 22개와 인터넷 강의를 제공하는 편입시장 최대 규모임.
출처 : 에프앤가이드"
아이에스이커머스,"해외, 국내상품 소싱 및 판매대행 서비스",무점포 소매업,"기업개요
동사는 2000년 SK글로벌주식회사(현 SK네트웍스주식회사) 내 신규 사업부로 시작돼 2001년 독립분사하여 2007년 코스닥시장에 상장함.
해외 수입 대행 및 국내 업체들의 입점을 통한 전자 상거래 사이트인 WizWid사업을 운영하고 있음.
입점 판매자들과 소비자들을 연결해 주는 브랜드 마켓 사업 부문과 브랜드 사업자들의 제품을 국내와 해외의 이커머스에 판매하기 위한 서비스를 제공하는 커머스 인프라 사업 부문으로 세분화 됨.
출처 : 에프앤가이드"
아이윈,시트히터,자동차 신품 부품 제조업,"기업개요
동사는 1999년 설립되었으며, 목적사업으로는 자동차부품 제조 및 판매업, 면직물 제조 및 판매업, 무역업, 부동산임대업, 전기차 관련부품 및 제품의 생산, 판매, 유통업이 있음.
최근 시트히터가 기본옵션화 되어 소비자가 선택한 차량의 등급에 따라 신차 출고 시 시트히터가 장착되면서 계절적 변동이 크게 완화.
동사는 국내 주요 완성차 업체의 대부분 차종에 납품 중이며, 국내 시트히터 물량 90% 이상을 공급.
출처 : 에프앤가이드"
엔바이오니아,양전하필터(정수기),그외 기타 제품 제조업,"기업개요
동사는 습식(Wet-laid) 제조공정에 기반을 둔 첨단부직포(Non-woven)제조기술을 기반으로, 양전하부가 고성능 정수용 나노필터와 자동차 경량화 복합소재 등과 같은 첨단 복합소재의 개발, 생산 및 판매함.
현재 현장진단 방식의 체외진단키트에서 흡습패드 및 샘플패드로 사용 가능한 Medical Media를 공급하고 있음.
동사의 양전하필터(정수) 제품은 매출액 중 약66% 로 큰 비중을 차지함.
출처 : 에프앤가이드"
영화테크,자동차 정션박스 등,자동차 신품 부품 제조업,"기업개요
동사는 2000년 8월 설립되었으며 자동차용 정션박스, 전기차 전력전자부품/모듈 등을 자체 개발/제조하여 국내외 자동차 OEM사 및 글로벌 부품사에 공급하고 있음.
한국에 본사 및 생산공장, 기술연구소, 중국에 현지 생산법인 및 상해 Sales & Engineering Center, 미국, 멕시코등 현지법인을 운영하고 있음.
자동차 전기부품, 전기자동차 및 2차 전지 핵심 부품에 모듈식 솔루션을 제공하고 있음.
출처 : 에프앤가이드"
위니아,"김치냉장고, 에어컨, 냉장고, 에어가전, 세탁가전 등",가정용 기기 제조업,"기업개요
동사는 종합가전제품 제조를 사업목적으로 설립되어 김치냉장고 외 다양한 주방/생활가전을 제조하고 있음.
김치냉장고는 딤채, 전기밥솥은 딤채쿡, 프리미엄 냉장고는 프라우드, 기타 주방/생활가전 상품은 위니아 브랜드명으로 관리하고 있음.
2015년부터 현재까지 국내외 디자인 어워드 약 65건 수상을 통해 동사의 우수한 디자인 경쟁력이 계속해서 강화되고 있음을 입증함.
출처 : 에프앤가이드"
유니테크노,"자동차 부품, 전기차 부품, 배터리 셀케이스, ESS 배터리 모듈, SBW 및 EPB, EPS 전동화 부품",자동차 신품 부품 제조업,"기업개요
동사는 차량의 구동 및 전장품에 사용되는 다양한 모터류 부품을 제조 및 판매하고 있으며, 주로 차량의 배터리 셀 케이스 및 엔진, 차량 윈도우 및 와이퍼용 모터 부품에 사용됨.
자동차 부품 제조 업체가 동사의 주요 고객사로, 삼성 SDI, 디와이오토, S&T모티브, 델파이파워트레인, Behr사 등이 있음.
뿐만 아니라 현재 차량의 엔진과 파워트레인에 사용되는 기어 및 흡기용 밸브 및 배관류 등의 플라스틱 사출 부품을 제작.
출처 : 에프앤가이드"
유비온,학습관리시스템 등 에듀테크 플랫폼 (코스모스) 및 교육서비스,소프트웨어 개발 및 공급업,"기업개요
동사는 2000년 1월 11일에 데이터베이스 및 온라인정보제공업등을 주 사업목적으로 설립됨.
교육에 ICT기술을 접목하여 학습의 효율성과 효과성을 증진시키는 에듀테크(EdTech) 전문기업으로 2000년 금융교육 이러닝 서비스 브랜드인 '와우패스'를 런칭하며 창업함.
학습관리시스템(LMS)을 개발하여 납품 또는 서비스하는 에듀테크 소프트웨어 사업과 온·오프라인으로 교육서비스를 제공하는 교육서비스 사업으로 나눌 수 있음.
출처 : 에프앤가이드"
자이글,적외선 가열 조리기,가정용 기기 제조업,"기업개요
2008년 설립된 웰빙가전제품 선도기업 세계 최초의 적외선 조리기기 특허로 자체브랜드 ZAIGLE을 론칭, 2016년 코스닥 시장에 상장함.
2018년 물류센터와 R&D센터를 신축하여 기술 및 유통 플랫폼을 완비하였으며 자체쇼핑몰 확장, 온라인 전 채널 입점을 통해 내수를 강화하고 일본을 중심으로 활발한 수출을 진행중.
동사는 ‘자이글 슈퍼’, ‘자이글 세븐’ 및 ‘매직프라이어’까지 출시하며 주방 가전 시장에서 입지를 강화
출처 : 에프앤가이드"
정상제이엘에스,어학교육업,일반 교습 학원,"기업개요
어학교육업 및 온라인교육업 등 학원사업 등을 영위할 목적으로 1986년 9월 설립됨. 2008년 12월 1호점 개원을 시작으로 전국 82개의 학원프랜차이즈를 운영하고 있음.
오프라인 직영어학원을 기반으로 초중등생 대상의 영어 교육 서비스를 제공하고 있으며, 양질의 온라인 컨텐츠와 교재 출판 및 유통사업 등을 주요 사업으로 진행하고 있음.
카카오키즈 플랫폼과 연계한 카카오키즈잉글리쉬(헬로체스)를 출시하며 영유아 교육시장 진출.
출처 : 에프앤가이드"
청담글로벌,글로벌 화장품 유통,생활용품 도매업,"기업개요
성장 잠재력이 높은 Beauty&Life 제품들을 글로벌 시장에서 성공적인 브랜드로 안착할 수 있도록 컨설팅, 마케팅 및 유통을 일원화한 솔루션을 제공하는 E-Commerce 기업임.
2021년 하반기 JD.com과 영유아제품 및 건강기능식품의 Vendor 계약 체결을 통해 사업 다각화에 나섰음.
연결대상 자회사로는 ㈜바이오비쥬, ㈜프로비티축구클럽, (주)바이슈코가 있음.
출처 : 에프앤가이드"
캐스텍코리아,자동차용 터보차저 부품,자동차 신품 부품 제조업,"기업개요
1998년 설립되었으며 전자제품 및 자동차의 부품을 주물공정을 통해 생산, 판매하고 있음.
주요 사업으로 주물제조/판매업, 주물기술 컨설팅, 주조 설비 제조/판매업, 절삭 가공업, 임대업을 영위하고 있음.
Compressor 부품 중 고정스크롤과 이동스크롤 및 Main Frame등을 생산하여 공급하고 있음. 국내는 LG전자에 에어컨과 냉장고에 필요한 부품을 공급하고 중국 현지의 LG전자와 삼성전자 역시 공급함.
출처 : 에프앤가이드"
코스나인,화장품,기타 화학제품 제조업,"기업개요
동사는 통신기기의 제조 및 판매 등을 주 목적사업으로 2001년 설립되었으며, 현재는 화장품 제조, 생산을 주요 목적사업으로 하고 있음.
동사의 사업부문은 중국 상해지사에서 진행하고 있는 화장품 유통판매과 국내 본사에서 진행중인 화장품 제조업으로 나뉘어짐.
동사는 화장품 전 제품군을 OEM, ODM , OCM을 방식으로 생산하고 있음. 국내ODM/OEM 아웃소싱이 증가하는 상황에 따라 생산대응능력을 점차 확대하고 있음.
출처 : 에프앤가이드"
클리오,"색조화장품, 기초화장품",기타 화학제품 제조업,"기업개요
동사는 1997년 5월 설립되어 2016년 11월 코스닥시장에 상장하여 화장품 및 화장도구의 판매 및 유통사업 추진등을 영위하고 있음.
동사 보유의 5개 브랜드는 각각 색조 전문 브랜드인 클리오와 페리페라, 스킨케어 전문 브랜드인 구달, 헤어&바디 전문 브랜드인 힐링버드, 더마 코스메틱 전문 브랜드인 더마토리로 구분됨.
제품 생산의 경우 코스맥스, 한국화장품제조, 씨앤씨인터내셔널, 등 국내외 OEM/ODM업체를 활용하고 있음.
출처 : 에프앤가이드"
트루윈,"자동차용 센서(APS, TPS, IAPS, SLS)",전자부품 제조업,"기업개요
동사는 자동차에 적용되는 IR센서, APS(엑셀레이터 페달센서), BPS(브레이크 페달센서), TPS(엔진공기밸브 센서) 등을 개발, 제조 및 공급하고 있음.
자동차의 전장화에 따른 자동차 전장 제어의 핵심기술인 반도체(Asic)의 설계기술을 보유함. 또한 적외선 열화상 센서 및 카메라 모듈 관련 핵심 원천기술을 보유하고 있음.
SLS, BPS, NAPS IAPS 등 센서 제품 라인업을 보유.
출처 : 에프앤가이드"
패션플랫폼,여성복,봉제의복 제조업,"기업개요
동사는 백화점, 할인점, 대리점,직영로드샵 등 전국 205개의 유통망을 확보하고 레노마레이디와 보니스팍스, 헤라드레스코드 브랜드로 영업을 전개하고 있음.
2018년 2월 1일을 합병기일로 신영해피투모로우제2호기업인수목적에 합병되었으며, 동사가 실질적 합병회사임.
2021년 7월 1일자로 기존 타법인이 운영하고 있던 브랜드 '르샵'을 자산 양수도 계약으로 인수하여 53개의 오프라인 유통망과 온라인을 통하여 판매를 전개중임.
출처 : 에프앤가이드"
한독크린텍,정수기 필터,일반 목적용 기계 제조업,"기업개요
동사는 정수기 필터 제조 및 판매 등을 주 영업목적으로 2003년 11월에 설립되었으며, 모든 정수기에 필수적으로 적용되고 있는 카본블록필터를 제조하는 전문업체임.
국내 주요 정수기 제조사인 코웨이, LG전자, SK매직, 교원, 쿠쿠홈시스, 삼성전자 등에 필터를 공급하고 있음.
Air 필터 시장에 진출하여 사업을 확장하기 위해 자사 브랜드 'PURUME'와 'ZERO ON'이라는 상표명으로 최근 자동차용 에어컨필터를 개발.
출처 : 에프앤가이드"
현대바이오,화장품 및 화장품원료,기타 화학제품 제조업,"기업개요
동사는 2000년 5월, 현대전자로부터 분사하여 설립되었으며 피부용 비타민C 신물질인 '비타브리드'를 원료로 한 바이오 화장품, 양모제 등 제조, 판매를 주요 사업으로 함.
바이오 사업에 집중하기 위해 IT사업 대부분을 2018년 6월부로 중단하고 2018년 8월 상호를 현대바이오사이언스로 변경함.
바이오 화장품 사업 외에도 최대주주인 씨앤팜과 공동으로 코로나19 치료제, 췌장암 치료제 개발에 참여하며 사업 영역을 넓혀가고 있음.
출처 : 에프앤가이드"
현대바이오랜드,"천연물질 추출물, 미생물 배양제품",기타 화학제품 제조업,"기업개요
동사는 1995년 9월, 천연물을 이용한 의약품, 화장품, 기능성 식품 등의 원료 제조 및 판매를 목적으로 설립되었으며, 2001년 5월에 코스닥시장에 상장되었음.
성장하는 천연 기능성 소재 시장의 다양한 니즈를 충족시키기 위해 천연소재 발굴을 위한 연구개발을 진행하며 시장을 선도하고 있음.
최신 트렌드에 따라 HA BEADS, 차세대 콜라겐, NEWAPLE, DERMABIOTICS, HAIRCLE 등 다수의 신제품 개발함.
출처 : 에프앤가이드"
GS리테일,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",종합 소매업,"기업개요
전력 및 통신용전선과 케이블 판매를 목적으로 1971년 금성전공이라는 사명으로 설립되었으며, 두 차례 상호변경을 거쳐 2005년 GS리테일로 상호를 변경함.
전력 및 통신용전선과 케이블 판매를 목적으로 1971년 금성전공이라는 사명으로 설립되었으며, 두 차례 상호변경을 거쳐 2005년 GS리테일로 상호를 변경함.
지에스파크이십사의 지분을 당사 사업의 선택과 집중차원에서 2022년 6월 지분 전량을 매도.
출처 : 에프앤가이드"
SNT모티브,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매",자동차 신품 부품 제조업,"기업개요
동사는 자동차의 친환경 모터, 계기판, 샤시, 에어백 등 핵심부품과 소구경 화기류(소총, 권총, 기관총 등) 등 방산제품을 생산하는 업체임.
자동차부품은 기술력 및 품질의 우수성을 인정 받아 글로벌 Tier-1으로서 세계 각 국의 GM을 비롯해 현대차/기아, PSA푸조-시트로엥 등 글로벌 완성차 업체에 공급함.
특히 친환경 전기차, 수소연료전지차 등의 구동모터 핵심부품은 지속적인 공급 증가. 방산 역시 안정적 매출을 시현 중임.
출처 : 에프앤가이드"
