Company,items,industry,description
미원화학,"계면활성제, 황산및분황",기타 화학제품 제조업,"기업개요
동사는 2011년 1월 1일 미원상사에서 인적분할되어 설립된 기업임.
동사는 각종 기능성 화학제품인 고무가황, PCB, 도금약품 등에 사용되는 유황 관련 제품, 세제원료인 설폰산, 알코올설페이트 제품, 에탄올아민 등 각종 화학상품류를 생산, 판매하고 있음.
품목별 국내시장에서 계면활성제 중 설폰산은 20%, 분황및황산 중 분말유황은 60%, 정제황산은 70%의 시장점유율을 차지하고 있는 것으로 추정됨.
출처 : 에프앤가이드"
삼양패키징,PET 용기 및 아셉틱 OEM,플라스틱제품 제조업,"기업개요
동사는 2014년 11월 3일 자로 주식회사 삼양사의 용기 BU가 물적 분할되어 설립.
사업부문은 PET 용기 부문과 아셉틱 방식 음료 OEM 부문으로 구분되며 PET 용기 부문의 PET Bottle은 충전하는 방식에 따라 내열병, 내압병, 내열압병, 일반 상압병 등이 있음.
아셉틱 방식 음료 OEM 부문은 PET Bottle 음료 무균충전 및 포장까지 일괄 생산할 수 있는 최첨단 시스템을 갖추고 있음.
출처 : 에프앤가이드"
삼양홀딩스,"지주회사,경영자문컨설팅",기타 금융업,"기업개요
동사는 삼양그룹의 지주회사로서 지주사업과 투자 및 임대사업 등을 영위하는 사업지주회사로 지주회사의 일반적인 수입 원천인 배당금수익, 상표권사용수익, 임대수익을 통해 안정적인 수익 원천을 확보하고 있음.
2023년 1분기 보고서 기준 총 6개의 자회사를 보유하고 있음.
식품부문에는 설탕, 홈메이드 제품, 쇼트닝, 식용유을 주요 재화로 보유한 '삼양사', '삼양에프앤비'를 보유하고 있음.
출처 : 에프앤가이드"
신대양제지,"골판지용 골심지,라이너지 제조,수출입","골판지, 종이 상자 및 종이용기 제조업","기업개요
동사는 골판지 원지와 골판지 상자 부문으로 사업영역이 구분되고 대양제지공업, 신대양제지반월, 광신판지, 대양판지, 대영포장, 신대양포을 연결대상 종속회사로 보유.
대양제지공업은 2020년 10월 12일 안산공장 화재로 영업이 정지되었고 2022년 3월 4일 이사회에서 안산공장 복구를 위한 신규시설투자를 결의함.
대양제지공업(주)는 대영포장(주)의 달성공장 영업 일체를 양수 하였음.
출처 : 에프앤가이드"
신풍,"마닐라판지 제조,도소매",기타 전문 도매업,"기업개요
동사는 지류 유통 판매업을 주된 사업으로 영위하고 있으며, 연결 종속회사는 에스피모터스(수입자동차 판매), 꿈의실현1331(학원업), 트레바이오(사료원료 도매) 총 3개사로 구성되어 있음.
매출 100%가 국내(내수) 시장에 판매되었으며 국내시장에 대한 판매는 직영 영업으로 이루어짐.
평택공장 부지가 한국토지주택공사에 수용돼 2019년 12월 말 부로 평택공장에서 조업을 중단했음. 2020년 1월부터 유통업으로 업종을 변경하였음.
출처 : 에프앤가이드"
영풍제지,"골판지원지,지관원지,라이나원지 제조","골판지, 종이 상자 및 종이용기 제조업","기업개요
동사는 1970년 설립되어 경기도 평택시 소재의 공장에 환망다통식 초지기1식 1호기를 설치가동하면서 화섬, 면방업계의 섬유봉, 실패의 원자재인 지관용원지와 골판지상자용 라이너원지를 생산해오고 있음.
매출비중은 2023년 1분기 기준 지관용원지 50%, 라이너원지 49%임.
매출과 수율향상, 원가절감의 일환으로 소각보일러를 완공함으로써 이익의 현저한 증가를 이룬 바 있고, 원재료의 안정적인 수급을 위하여 재활용처리시설에 투자하였음.
출처 : 에프앤가이드"
일진다이아,"공업용 합성다이아몬드 제조,도매,수출입",기타 화학제품 제조업,"기업개요
동사는 2004년 설립된 공업용 합성다이아몬드 및 정밀소재, Tungsten Carbide소재 제품의 생산 및 판매기업이며, 일진그룹에 속해있는 계열회사임.
공업용 합성다이아몬드는 다양한 산업 분야에 널리 쓰이며 특정 산업에 치우치지 않고 일정 수요가 꾸준히 유지되는 형태를 보임.
동사가 판매하고 있는 공업용 합성다이아몬드와 그 연관제품을 제조 및 판매하고 있는회사는 국내에 당사가 유일함.
출처 : 에프앤가이드"
조비,"복합비료(연초용,수도용,시판용,특수작물용),양액재배용 비료,완효성 비료,부직포 제조,무역","비료, 농약 및 살균, 살충제 제조업","기업개요
과학적 토양검정을 통해 공급되는 친환경 맞춤 비료와 완효성 비료 등을 생산할 수 있는 공정을 갖춘 비료전문메이커로서 280여개 품목의 복합비료를 생산하여 농협 및 대리점을 통하여 판매하고 있음.
비료산업은 천연가스 산유국이나 인광석, 염화가리 등 주요 원료 생산국을 제외하고는 국내수급을 안정적으로 유지하기 위한 내수 충당목적의 사업임.
원자재를 수입에 의존하고 있어 국제 경쟁력이 약하며, 원자재 가격 변동에 영향을 많이 받음.
출처 : 에프앤가이드"
태경산업,"제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영",기초 화학물질 제조업,"기업개요
동사와 연결회사가 영위하는 사업은 7개로 분류되며 석회제조판매, 탄산가스 제조판매, 전구생산판매, 비철금속 사업, 연료, 고속도로 휴게소 및 주유소, 기타 사업 부문임.
2023년 1분기 기준 매출은 석회제조 33.02%, 비철금속 사업부 21.16%, 연료 13.38%, 고속도로 휴게소 및 주유소 15.51% 등으로 구성됐음.
태경비케이, 태경케미컬, 남영전구, 태경에코 등을 연결대상 종속회사로 보유함.
출처 : 에프앤가이드"
한창제지,"마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입","펄프, 종이 및 판지 제조업","기업개요
동사는 마닐라 판지 및 백판지 제조, 도매를 주요 사업으로 영위하고 있으며, 국내 최초로 ALL-pulp Board 전용 제조 설비를 도입함.
담배포갑지, 산업용 고급포장용지, 인체 무해한 유아출판물, 식품 포장 용지 등을 공급하고 있음.
주요 원자재는 주로 펄프, 폐지, 화약약품류 등이며 펄프는 대부분 수입에 의존하고 있으며, 폐지는 상당부분 국내 조달로 이루어지고 있음.
출처 : 에프앤가이드"
현대비앤지스틸,"스텐레스냉연강판,특수강 제조",1차 철강 제조업,"기업개요
동사의 주 사업은 스테인리스 냉연강판의 제조 및 판매임.
스테인리스 시장내 경쟁력 확보를 위해 다수의 열연사로부터 원재를 조달하고 탄력적인 재고 운영을 통한 가격 경쟁력을 확보하고 있으며, 다양한 표면 및 강종, 고급 소재 등을 활용하여 판매 경쟁력 강화.
스테인리스 주요 매출처 비중은 내수 89%, 수출 11%로 구성되어 있으며, 내수의 경우 유통 매출이 59%를 차지함.
출처 : 에프앤가이드"
나노브릭,"보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)",기초 화학물질 제조업,"기업개요
동사는 독자적으로 구축한 나노신소재 공통생산 기반인 '액티브 나노플랫폼(Active Nano-Platform)’을 토대로, 다양한 ""기능성 신소재"" 및 이를 적용한 ""응용제품""의 개발·제조·판매 사업을 추진.
자기장 또는 전기장에 의해 색상 또는 투과도가 가변되는 독자적 첨단나노신소재 개발 및 양산.
디스플레이 소재 사업, 바이오/화장품 소재 사업, 위조방지/첨단보안 사업을 영위 중.
출처 : 에프앤가이드"
대호특수강,냉간압조용선재,1차 철강 제조업,"기업개요
1988년 냉간압조용 강선의 제조, 판매를 목적으로 설립되었으며, 2012년 동방금속공업을 흡수합병함. 2001년 부도로 2년간 회사정리절차를 거침.
선재와 마봉강, 스테인레스 선재 사업을 영위하고 있음. 2014년 강관 사업을 중단함.
선재부문은 자동차부품, 일반산업 기계부품 및 전자부품인 볼트/너트, 베아링볼, 스크류 등의 냉간압조용선을 생산하며, 마봉강부문은 자동차부품, 일반산업기계부품 등의 축으로 사용되는 봉강을 생산함.
출처 : 에프앤가이드"
레몬,"EMI Shield Can, 나노멤브레인 등",화학섬유 제조업,"기업개요
동사는 2012년 9월 소재전문기업으로 설립되었으며, 나노관련사업 및 전자부품사업을 영위하고 있음.
땀으로 인한 습기는 배출시키고, 물은 통과하지 못하게 하는 투습방수 기능과 쾌적함을 오랫동안 유지시켜주는 고통기성을 동시에 구현하는 복합기능성 나노섬유 멤브레인을 제조 및 이를 이용한 응용 제품을 생산, 판매.
전자부품사업은 무전해 도금기술을 이용하여 전자파 차폐,흡수 및 방열기능의 극박막 복합소재를 생산.
출처 : 에프앤가이드"
삼보판지,"골판지,골판지상자","펄프, 종이 및 판지 제조업","기업개요
동사는 1973년 골판지, 골판지상자 제조 및 판매를 영위할 목적으로 설립되었으며 1996년 코스닥시장에 상장됨.
공산품, 식품, 의약품 및 농수산물 등 각종 제품의 외부포장에 사용되는 골판지 및 골판지상자를 제조하고 있으며, 계열회사는 골판지상자 및 골판지 제조에 사용되는 골판지용 라이너 및 골심지를 생산하고 있음.
최근 경쟁력 우위를 확보하고 있는 상위업체들의 지방영업 확대로 인하여 산업구조조정이 이루어지고 있음.
출처 : 에프앤가이드"
세아메카닉스,"TV스탠드, 전기 수소차 부품 등",기타 금속 가공제품 제조업,"기업개요
동사는 1999년 설립된 알루미늄 다이캐스팅 전문 기업으로, TV 거치 장치 및 전기차, 수소차 제조에 필요한 친환경 부품 등을 주력 생산하고 있음.
LG전자와 협력 관계를 맺은 후 기구 관련 기술 흡수 및 디스플레이 기기의 거치 장치에 대한 지적재산권을 다수 등록하며 활발한 개발을 진행하고 있음.
자동차 부품 산업 시장에도 진출하였으며, 전기차/수소차 시장에 집중하여 전기자동차 2차 전지(배터리) END PLATE를 개발함.
출처 : 에프앤가이드"
스타플렉스,"광고용플렉스(조명용,비조명용)",플라스틱제품 제조업,"기업개요
동사는 광고용 사인소재인 Flex 원단을 제조판매의 목적으로 1985년 개인회사로 설립되어 1996년 법인전환됨. 이후 2006년 상호 변경 후 2010년 코스닥시장에 상장함.
광고용 사인소재 분야에서 디지털프린팅 기술에 적합한 FLEX 원단 및 Banner 원단을 시장의 수요에 맞춰 공급하고 있음.
다품종으로 시장을 개척하여 업계 내 시장 주도의 위치를 강화하고 있음.
출처 : 에프앤가이드"
아이티센,시스템통합 및 IT서비스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","기업개요
동사는 2005년 설립되어 2014년 코스닥시장에 상장하며 동사 및 종속회사는 크게 IT 서비스 부문과 비 IT 부문의 사업을 영위함.
IT 서비스 부문의 주요사업은 IT 컨설팅, IT시스템 설계 및 개발수행 SI, 클라우드 전환/구축 컨설팅, 클라우드 인프라 구축/운영, 클라우드 매니지드 서비스, 기타 고객사 정보시스템 운영 및 유지보수 등임.
비 IT 부문은 귀금속 도소매업, 도금업, 귀금속 및 장식용품 제조업을 주업으로 함.
출처 : 에프앤가이드"
에코앤드림,배출가스 저감용 촉매 및 이차전지 양극활물질 전구체,기타 화학제품 제조업,"기업개요
동사는 화학소재 전문기업으로, 기초화학기반 핵심 소재 개발을 통해 촉매시스템에 사용되는 원천 기술을 개발하여 상용화에 성공함.
주요 사업부문은 촉매, 촉매시스템, 2차전지 사업으로 구분되며, 자동차용 매연저감 장치를 지자체에 공급하는 촉매시스템이 가장 높은 매출 비중을 차지하고 있음.
신규 성장 동력인 2차전지용 양극화물질 전구체 개발을 완료하였으며, 소입경 전구체의 사용량 증가에 따라 양극활물질 전구체 증설을 완료하였음.
출처 : 에프앤가이드"
에코프로,"환경소재,화학필터,이차전지소재등",기타 금융업,"기업개요
동사는 대기오염방지, 친환경소재 및 2차전지소재의 제조와 판매를 목적으로 1998년 설립되었으며, 2016년 2차전지소재 사업부문을 물적분할하여 에코프로비엠을 신설하였음.
또한 2021년 대기오염방지 및 친환경소재 사업부문을 인적분할하여 에코프로에이치엔을 신설한 뒤, 지주회사로 전환하였음.
종속회사의 사업부문은 전지재료사업부문, 환경사업부문, 기타사업부문으로 구성됨.
출처 : 에프앤가이드"
엠투엔,산업용자동제어반기기,기타 금속 가공제품 제조업,"기업개요
스틸드럼 제조 및 판매, 각종 철강제품 제조 및 판매 등을 영위할 목적으로 1978년 설립되었음.
2020년부터 의약품 및 의료기기 연구 및 개발업 등의 목적사업을 추가하여 관련사업을 진행중이며, 2023년 전기자동차 부품업 및 전자장비 부품 제조업을 신규사업으로 추진하고 있음.
동사의 스틸드럼 제품은 ISO인증을 획득한 표준규격 제품이며, 불량율 0%의 우수제품으로 구매시장에서 높은 호응을 가지고 있음.
출처 : 에프앤가이드"
케이피엠테크,"표면처리약품, 전자동 도금설비",기타 화학제품 제조업,"기업개요
동사는 약품사업본부, 기계사업본부로 구성되어 있으며 기타 사업으로 신약을 연구 개발하는 제약 및 바이오 부문을 영위하고 있음.
알리코제약 및 비보존과 임상시험용 위약품 위탁생산계약을 체결하여 임상시험용 외용제를 생산하고 있음.
표면처리약품 및 도금설비의 주요 수요층이 되는 전방산업은 PCB 산업으로서, 첨단 전자산업 분야와 직결되는 핵심 전자부품의 필수산업으로 관련 산업과 함께 동반 성장함.
출처 : 에프앤가이드"
케이피티유,"Vacuum Treatment, Plasma Surface Treatment",기타 금속 가공제품 제조업,"기업개요
동사는 금속의 표면처리전문 기업으로 진공열처리, 침탄질화, 산질화, 가스질화, 이온질화, PVD코팅 등의 공정을 주요 사업으로 영위하고 있음.
2013년부터 알루미늄 소재 판매를 시작하여 2014년부터는 본격적인 매출성장 및 수익증대에 영향을 미치고 있음.
동사는 고부가가치의 창출을 위하여 국내 최초의 기업부설연구소를 설립하여 Metal Ceramic Coating 및 Plasma PVD Coating 표면처리 기술을 확보함.
출처 : 에프앤가이드"
티케이케미칼,"수지, 폴리에스터, 스판덱스",화학섬유 제조업,"기업개요
동사는 2007년 설립되어 화학섬유와 Chip 등의 제조, 판매와 수출입업 및 건설업을 영위하고 있음.
동사의 사업분야는 화학부문(합성섬유의 제조 및 판매)과 건설부문(주택건설 및 시공) 그리고 전자부문(터치스크린 제조)의 총 3개 사업부로 구성되어 있음.
1985년부터 폴리에스터 장섬유 원사를 전문으로 생산, 판매하고 있으며, 일반사부터 다양한 차별화 원사를 공급하며 폴리에스터 국내 시장 점유율 선도업체로 자리하고 있음.
출처 : 에프앤가이드"
AK홀딩스,지주사업,기타 금융업,"기업개요
2012년 9월 인적분할을 통해 제조사업부문을 신설회사 애경유화에 승계하고 지주회사로 전환하면서 AK홀딩스로 상호를 변경함.
지주회사로 주요 매출은 배당금 수익, 상표권 수익, 경영자문수수료 수익으로 구성되어 있음.
종속회사가 영위하는 주요사업부문은 화학부문(애경유화,에이케이켐텍 등), 생활용품화장품부문(애경산업 등), 항공운송부문(제주항공, 모두락), 백화점부문(AK Plaza) 등이 있음.
출처 : 에프앤가이드"
CS홀딩스,"브랜드 수익, 자회사 배당",기타 금융업,"기업개요
동사는 1949년 1월에 설립되어 1975년 12월에 발행주식을 한국증권선물거래소가 개설하는 유가증권시장에 상장함.
2010년 1월 1일을 분할기준일로 투자사업분문을 영위할 존속법인인 CS홀딩스주식회사(구, 조선선재)와 인적분할로 조선선재 및 물적분할로 조선선재온산으로 분할하였음.
산업발전에 이바지한 공로가 인정되어 '뿌리기업명가'로 선정되어 대통령 표창을 수상하기도 하였음.
출처 : 에프앤가이드"
DL,지주회사,기초 화학물질 제조업,"기업개요
동사는 1939년 설립하였으며 2021년 1월 4일 대림산업의 인적, 물적 분할을 통해 순수 지주회사로 전환하였음. 2021년 5월 1일 기준 동사가 속한 기업집단명은 대림에서 'DL'로 변경됨.
물적분할을 통해 석유화학제품을 생산하는 화합물질 및 화학제품 제조업을 영위하는 DL이앤씨와 DL케미칼을 설립하였음.
2021년 3월 11일 지주회사로 전환하였으며, 브랜드수수료, 배당수익, 임대수익 등 지주회사 사업을 영위하고 있음.
출처 : 에프앤가이드"
DSR제강,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",1차 철강 제조업,"기업개요
동사는 와이어로프 및 경강선 제조 판매 등을 영위할 목적으로 1971년 9월 1일 설립되었으며, 2003년 1월 28일 유가증권시장에 상장함.
동사가 영위하는 선재산업은 타 품목과 달리 전량 선재가공 업체에 가공되어 2차 가공 공정을 거친 다음 강선, 스프링, 와이어로프 등의 최종제품으로 생산됨.
동사 추정의 국내시장 점유율은 2023년 1분기 실적을 기준으로 약 26% 수준.
출처 : 에프앤가이드"
SKC,"폴리에스테르필름,합성수지,LCD용 필름 제조",기타 화학제품 제조업,"기업개요
동사는 리튬이온 이차전지 소재인 전지박 등 제품을 생산, 판매하는 2차전지 소재사업, 폴리우레탄의 원재료로 사용되는 프로필렌옥사이드 제품 등을 생산, 판매하는 화학사업을 영위함.
PG는 동사가 국내 최초로 상업화한 이후, 현재까지도 국내에서 유일하게 생산하고 있는 제품으로 친환경 HPPO공법을 통해 만든 PO(Propylene Oxide)로 고부가 PG제품을 생산함.
출처 : 에프앤가이드"
롯데정밀화학,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조",기초 화학물질 제조업,"기업개요
1964년에 설립 된 동사는 2016년 2월 최대주주 변동에 따라 삼성정밀화학에서 롯데정밀화학으로 사명을 변경하고 롯데그룹의 계열회사로 편입됨.
주요 제품군은 정밀화학제품(메셀로스, 헤셀로스, 애니코트, ECH), 일반화학제품(가성소다, 염화메탄, 유록스), 전자재료제품(TMAC, 토너) 등이 있음.
친환경, 안전, 건강 관련 규제와 소비자 선호 변화 등의 메가 트렌드에 대응하여 스페셜티 케미칼 사업확대를 신성장 전략으로 정립함.
출처 : 에프앤가이드"
서원,"비철금속(황동 빌레트,인코트) 제조,재생원료생산",금속 주조업,"기업개요
동사는 1988년 설립이래, 비철금속 부문에서 소재 산업을 선도하고 있는 신동업계 정상의 기업으로 주요제품은 황동빌레트, 인고트 및 동합금 제품이 있음.
비철금속산업은 산업전반에 필수적인 기초소재를 제공하는 중요한 산업이며 용해, 주조, 압출 등의 공정에 대규모 기계장치가 요구되는 장치산업임.
동사 제품의 사용범위가 자동차부품소재 및 전기, 반도체, 건설 및 가전 등 다양하기 때문에 그 수요는 꾸준히 늘어날 것으로 전망됨.
출처 : 에프앤가이드"
영보화학,"가교발포폴리에틸렌(아티론,영보드) 제조,판매",플라스틱제품 제조업,"기업개요
동사는 Polyolefin Foam이 가진 특성(성형성, 완충성, 단열성, 부력성)을 최대한 이용해 다음의 제품을 생산 판매하고 있음.
자동차 내장재 분야에서 현대, 기아, GM, 르노삼성에서 생산되는 주요 차량에 천정재, 도어완충재, Sealing재, Side Pillar재 적용 판매하고 있음.
산업자재 분야에서 IT분야의 기기완충재, 포장재, 성형품으로 가방심재, 문구, 신발류 등 폭넓은 용도로 판매되고 있음.
출처 : 에프앤가이드"
진양산업,"합성수지,폴리우레탄스폰지 제조,도매,수출입",플라스틱제품 제조업,"기업개요
원료 상태의 플라스틱 재료를 가공 처리하여 다양한 형태와 용도의 가공품으로 제조한 폴리우레탄 폼을 생산, 판매하는 플라스틱발포성형 업체임.
연질 슬라브폼은 자동차 내장제, 신발, 침구류, 전자, 첨단 산업 등에서 중간소재로 사용되고 있음.
진양홀딩스, 진양화학, 진양폴리우레탄, KPX홀딩스, KPX케미칼 등 주력사업 관련 계열사를 보유하고 있음. 연결대상 종속회사는 베트남현지법인과 진례산업 등 2개사임.
출처 : 에프앤가이드"
태광산업,"석유화학제품(PTA,AN),화섬사,직물 등",화학섬유 제조업,"기업개요
1961년 설립 된 동사는 주요 사업으로 PTA, AN 등을 생산하는 석유화학부문과 원사, 직물 등을 생산하는 섬유부문 등을 영위하고 있음.
제조 및 임대부문은 품질과 설비 우위를 통한 경쟁력을 확보하고 PTA, 프로필렌, AN 등 석유화학공장 가동을 통해 수직계열화를 구축하며 업계를 선도함.
연결 실체 중 방송통신부문은 종합유선방송사업자로서 '티브로드'라는 서비스명으로 케이블 TV방송, 초고속인터넷 서비스 등의 사업을 영위함.
출처 : 에프앤가이드"
풍산홀딩스,"동판제,대,관,봉,선,소전,동파이프 제조,도매,무역",기타 금융업,"기업개요
동사는 지주 부문과 비철금속소재, 특수강, 포장재, 기계장비 등을 제조 및 판매하는 사업부문으로 나뉨.
공구, 기계부품, 장비 및 포장재(목재상자류, 목재팔레트류, 프라스틱케이스, 스치로폼케이스, 목재건조 및 열처리)를 제조 및 판매하고 있음.
주요 자회사인 풍산과 비철금속 소재(MULTI GAGE 등), 방산부품 등의 임가공 계약을 체결하여 용역사업을 영위함.
출처 : 에프앤가이드"
화인베스틸,"조선용 형강(부등변 부등후 앵글, 부등호 앵글, 등변앵글 평철 등)",1차 철강 제조업,"기업개요
동사는 2007년 9월 19일에 설립했으며 조선용 형강 생산 및 판매를 주력사업으로 진행하고 있음.
동사는 단일 사업부문(형강 제조 및 판매)으로 구성되어 있으며, 가열로를 이용한 ""열간압연 및 압출의 방식""으로 조선용 형강과 일반 형강을 생산하여 판매하고 있음.
주요 판매처는 주로 대형조선사와 중소형조선사 등 이며, 주요 원재료(SLAB 등)는 포스코에서 구매함.
출처 : 에프앤가이드"
효성화학,-,기초 화학물질 제조업,"기업개요
동사는 2018년 6월 1일을 분할기일로 주식회사 효성에서 인적분할하였고, 2018년 7월 유가증권시장에 재상장되었음.
폴리프로필렌 수지, 고순도 테레프탈산을 비롯하여, 친환경 신소재 폴리케톤 및 포장/산업/광학용도의 나이론 필름, 폴리에스터 필름, TAC 필름 등 다양한 제품을 생산·판매하고 있음
동사는 NF3의 경쟁력 강화 및 고객 수요 대처를 위해 충청북도 옥산공장에 연산 2,000톤 규모의 생산라인 증설을 진행하고 있음.
출처 : 에프앤가이드"
HRS,실리콘 컴파운드제품 제조,합성고무 및 플라스틱 물질 제조업,"기업개요
동사는 실리콘고무제품 제조를 영위할 목적으로 1981년에 설립되었으며, 2000년 5월 30일 코스닥시장에 상장됨.
동사의 매출은 실리콘고무 컴파운드제품, 실리콘고무 가공제품, 실리콘고무 방화제품, 상품으로 구분됨. 동사의 매출은 실리콘고무 컴파운드제품이 주를 이루고 있으며 총매출의 약 70% 이상을 차지함.
직판 및 틈새시장 공략의 판매방식과 신속한 공급 및 다품종 소량생산의 강점을 가지고 있음.
출처 : 에프앤가이드"
