Company,items,industry,description
에스엠,"음반(CD,MC),연예 대리",오디오물 출판 및 원판 녹음업,"기업개요
동사는 글로벌 엔터테인먼트 기업으로, 음반을 기획해서 제작하고 유통하는 음악 콘텐츠 사업과 매니지먼트 사업 등을 영위하고 있음.
종속회사의 경우 광고, 아티스트 매니지먼트, 영상 콘텐츠, 여행 사업 등을 영위하고 있음.
소속 아티스트로는 강타, 보아, 동방신기, 슈퍼주니어, 소녀시대, 샤이니, EXO, 레드벨벳, NCT 127, NCT DREAM, SuperM, WayV, 에스파 등이 있음.
출처 : 에프앤가이드"
에이스토리,방송프로그램 제작,"영화, 비디오물, 방송프로그램 제작 및 배급업","기업개요
동사는 드라마 콘텐츠 제작사업과 드라마 IP(지적재산권) 판매 및 관련 부가사업(OST, 게임 등)을 주사업으로 하고 있음.
계열회사를 통해 IP(지적재산권)를 활용한 부가사업(웹툰, OST, 게임 등) 및 배우 매니지먼트 사업도 영위하고 있음.
<이상한 변호사 우영우>, <빅마우스>를 제작하여 국내 방송사 및 글로벌 OTT 플랫폼에 제공하였으며, 글로벌 IP인 <이상한 변호사 우영우>의 해외 리메이크 공독제작을 협상하고 있음.
출처 : 에프앤가이드"
엠게임,"온라인 게임 개발 및 퍼블리싱(열혈강호온라인,홀릭2,영웅)",소프트웨어 개발 및 공급업,"기업개요
동사는 1999년 설립된 게임소프트웨어 개발 및 공급 기업임. 동사의 사업부문은 PC, 모바일 등 게임서비스와 광고서비스로 구분됨.
국내의 경우 아이템 판매가 대부분을 차지하며, 해외의 경우 게임에 대한 로열티 및 수익배분에 따른 매출이 주를 이루고 있음.
주요 게임으로는 2022년 기준 300억원 이상의 매출이 발생한 '열혈강호 온라인'이 있으며, 그 외 '나이트 온라인', '이터널시티', '영웅온라인', '귀혼' 등이 있음.
출처 : 에프앤가이드"
이엠넷,온라인 검색광고 대행,광고업,"기업개요
동사는 2000년 4월에 설립되어 국내 주요 인터넷 포털사이트를 통한 광고기획 및 광고대행사업을 주 사업으로 하고 있음.
디지털 통합마케팅 사업영역에서 디지털 마케팅 현황을 분석하고, 디지털 광고 기획, 광고 집행과 성과 관리,광고 분석 솔루션 제공 등의 사업을 영위함.
동사는 글로벌 플랫폼 업체 및 글로벌 솔루션 업체들과 파트너십을 맺고 자체 기술력으로 솔루션을 개발하여 국내와 일본에 특허 등록함.
출처 : 에프앤가이드"
초록뱀컴퍼니,운송,상품 종합 도매업,"기업개요
동사는 1995년 8월에 설립되었으며, 2001년 8월 2일 한국거래소의 코스닥증권시장에 상장됨.
동사는 물류사업부문, 유리사업부문, 부동산사업부문, 투자사업부문, 방송프로그램사업부문, 방송채널사업부문, 화학사업부문, 외식사업부문, 매니지먼트사업부문, 기타사업부문으로 사업을 구분하고 있음.
물류사업부문은 2002년 SK네트웍스에서 분사 후2010년 6월 30일 창고사업부문을 물적분할 하였으며 현재는 유류운송사업에 주력하고 있음.
출처 : 에프앤가이드"
코퍼스코리아,콘텐츠 배급 및 제작,"영화, 비디오물, 방송프로그램 제작 및 배급업","기업개요
동사는 국내 제작사 및 방송사로부터 콘텐츠 권리를 구입하여 자체적인 커스터마이징을 거쳐 일본의 주요 방송사, DVD유통사, OTT 플랫폼 사업자에게 공급하는 사업을 영위함.
기타 사업으로는 당사의 네트워크를 연계한 화장품 이커머스 사업 및 자막 제작 사업을 영위함.
신규 사업으로 드라마 제작, OSMU(One Source Multi Use) 사업 등 콘텐츠 기획 및 제작 사업에 역량을 집중함.
출처 : 에프앤가이드"
핑거스토리,"웹툰, 디지털 만화, 웹소설",기타 정보 서비스업,"기업개요
동사는 종합스토리 비즈니스 기업으로서 웹툰 및 디지털 만화, 웹소설을 온라인으로 소비자에게 제공하는 사업을 주된 목적으로 하고 있음.
정통무협과 퓨전무협, 액션 장르를 주된 콘텐츠로 제공하고 있는 남성향 웹툰 플랫폼 '무툰'과 로맨스, 순정, 판타지, BL 등의 콘텐츠를 제공하고 있는 여성향 웹툰 플랫폼 '큐툰'을 운영.
각 플랫폼별 최적의 환경을 구성하여 소비자가 양질의 콘텐츠를 쉽고 편하게 즐겨볼 수 있도록 구축함.
출처 : 에프앤가이드"
한국경제TV,"광고수입, 협찬수입",텔레비전 방송업,"기업개요
동사는 케이블 방송사업과 인터넷, 모바일 유료증권정보서비스 사업(와우넷,주식창)을 주력사업 분야로 하고 있으며 이외에도 교육, 스탁론 사업 등을 영위함.
증권경제분야에 특화 된 전문채널로, 다양한 증권 경제 콘텐츠를 제작함.
계열사 및 지분투자 회사로 포천힐스 골프클럽의 소유운영 법인 한경엘앤디 지분 30%와 상암동 디지털큐브 빌딩의 운영관리 법인 NF컨소시엄의 지분 30%를 투자하여 계열회사로 두고 있음.
출처 : 에프앤가이드"
CJ CGV,"영화상영,영화관 운영","영화, 비디오물, 방송프로그램 제작 및 배급업","기업개요
1999년 3월에 CJ엔터테인먼트와 호주의 Village Cinema International PTY LTD 2개사의 합작법인인 CJ Village로 설립.
고품질의 멀티플렉스 극장을 국내에 최초로 보급, 단일관 위주 상영문화를 종합엔터테인먼트 플랫폼으로 선진화.
영화 상영업계에서 시장점유율 1위의 타이틀을 유지하고 있으며 ScreenX, 4DX 및 골드클래스, 씨네드쉐프, 템퍼시네마 등 프리미엄 상영관을 운영하고 있음.
출처 : 에프앤가이드"
엔씨소프트,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",소프트웨어 개발 및 공급업,"기업개요
온라인, 모바일 게임을 개발해 운영함. PC게임 '리니지'와 '리니지2', '아이온', '블레이드앤소울', 모바일 게임 '리니지M', '리니지2M', '리니지W' 등이 주요 게임임.
연결대상 종속회사를 통하여, 소프트웨어 개발, 제조, 판매업 뿐만 아니라 프로야구서비스 및 콜센터 서비스를 제공하는 사업 등을 영위하고 있음.
동사는 2022년부로 유니버스 사업을 매각해 엔터사업에서 철수함.
출처 : 에프앤가이드"
크래프톤,<배틀그라운드> 등 게임 소프트웨어,소프트웨어 개발 및 공급업,"기업개요
동사는 2007년에 설립된 글로벌 게임회사로서, 게임의 개발 및 퍼블리싱을 주 사업으로 영위하고 있음.
크래프톤 본사 산하 총 9개의 개발 스튜디오를 갖추고 <배틀그라운드>, <뉴스테이트 모바일>, <서브노티카> 등 총 18개의 게임을 서비스하고 있음.
2023년 1분기 누적 매출액은 5,387억원이며 해당 매출액의 약 95%가 해외에서 발생되고 있으며 전세계 권역에서 동사의 게임이 서비스되고 있음.
출처 : 에프앤가이드"
iMBC,"디지털콘텐츠,웹에이젼시","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","기업개요
동사 주요사업은 MBC그룹 대표 사이트인 www.imbc.com을 기반으로 방송콘텐츠와 자체 제작 콘텐츠 등 디지털콘텐츠의 서비스 및 유통으로 이루어져 있음.
약 471만명의 회원을 바탕으로 드라마, 예능, 라디오, 연예뉴스 등의 콘텐츠와 연계된 온라인 광고사업, 프로모션 사업 등을 운영하고 있음.
종속회사인 아이포터는 고객이 해외 쇼핑몰에서 주문한 상품을 해외 배송부터 통관까지 대행해 주는 국제배송대행 사업을 진행하고 있음.
출처 : 에프앤가이드"
네오위즈홀딩스,지주사업,소프트웨어 개발 및 공급업,"기업개요
컴퓨터 설비 자문업, 소프트웨어 자문 및 개발업을 목적으로 1997년 설립됨. 2007년 게임 사업부문은 인적분할하고, 인터넷 사업부문과 비계열사 투자부문은 물적분할함.
2022년에는 스포츠게임 전문개발사 ㈜네오위즈스포츠를 설립하였고, 자회사 ㈜하이디어가 모바일게임 개발사 ㈜블루스카이게임즈를 인수하였음.
주요 종속회사 중 네오위즈와 게임온은 게임사업을 영위하, 네오플라이는 신기술, 신사업 발굴 및 투자사업을 주요 사업으로 영위함.
출처 : 에프앤가이드"
삼화네트웍스,"시스템통합(SI), 시스템유지(SM)","영화, 비디오물, 방송프로그램 제작 및 배급업","기업개요
동사의 사업부문은 드라마 콘텐츠를 기획 및 제작하는 드라마 사업과 신인 연기자를 발굴 및 관리하는 매니지먼트 사업으로 구성됨.
국내 최초의 드라마 독립 제작사로 출발하여 30년 이상의 드라마 제작 노하우를 바탕으로 TV시리즈 제작 외에 OST 앨범제작, 영화 제작/배급 등 다양한 콘텐츠 사업을 영위 중.
종속회사 (주)스튜디오아이콘은 2021년 tvN 드라마 <외출>, 2022년 해외 드라마 리메이크작인 <멘탈리스트>를 제작.
출처 : 에프앤가이드"
아이오케이,연예인 매니지먼트,"영화, 비디오물, 방송프로그램 제작 및 배급업","기업개요
2015년 12월 아이오케이컴퍼니 흡수합병하였으며, 합병 후 상호를 포인트아이에서 아이오케이컴퍼니로 변경함.
동사는 2020년 중 ICT부문인 포인트아이와 외식사업인 스카이팜 매각을 완료함.
최근 문화 및 콘텐츠의 국가간 교류가 증가하고, 글로벌화가 지속적으로 진행되고 있어, 과거 국내 활동에만 한정되어 있던 아티스트들의 매니지먼트 활동 역시 해외시장으로 그 지역을 넓혀가고 있음.
출처 : 에프앤가이드"
에코마케팅,"온라인, 모바일 광고 종합대행업",광고업,"기업개요
2003년 3월 설립된 동사는 국내 1위 온라인 광고대행사로, 핵심 사업 영역을 '비즈니스 부스팅'으로 확장하였음.
광고주의 매출 극대화를 목표로 마케팅 전략부터 캠페인 기획, 광고물 제작, 미디어 바잉, 성과 측정, 데이터분석까지 디지털마케팅의 전 영역을 담당.
2021년 6월 인수한 자회사 안다르는 '탄탄한 제품력'을 바탕으로 하는 애슬레저 전문 브랜드로 2023 대한민국 패션품질대상 애슬레저부문 2년 연속 1위 기록.
출처 : 에프앤가이드"
예림당,무선가입자망 단말기 및 차량용핸즈프리,"서적, 잡지 및 기타 인쇄물 출판업","기업개요
동사는 통신장비 및 전기전자제품 제조 등을 목적으로 1989년 2월 22일에 설립되었으며, 2009년 6월 19일에는 비상장법인 예림당을 합병하였음.
도서출판업 및 그 부대사업을 주요 사업으로 영위하고 있으며 출판 관련 주요 제품으로 ""WHY? 시리즈""가 있음.
청소년 및 유아동도서 출판, 전자책과 애니메이션 제작, 저작권 매니지먼트, 해외콘텐츠 국내판권 매니지먼트, PHC파일 제작, 반도체 Packaging 사업 등을 영위함.
출처 : 에프앤가이드"
위메이드,"미르의전설2, 미르4",소프트웨어 개발 및 공급업,"기업개요
동사는 온라인 게임 및 소프트웨어의 개발·판매를 목적으로 2000년 02월 10일 설립되어 2009년 코스닥시장에 상장함.
동사 및 주요 종속회사의 주된 사업은 PC 온라인/모바일 게임의 개발/유통/판매 사업, 지식재산권(Intellectual Property rights) 활용 사업 및 블록체인 사업임.
PC 온라인 게임으로는 '미르의 전설3' 및 '이카루스' 등을 서비스하고 있으며 2018년부터 블록체인 사업을 진행하고 있음.
출처 : 에프앤가이드"
조이시티,온라인게임(프리스타일농구),소프트웨어 개발 및 공급업,"기업개요
동사는 온라인게임 개발 및 공급을 목적으로 1994년에 설립되어 2008년에 코스닥 시장에 상장함.
온라인 및 모바일 게임의 개발 및 공급업을 주요 사업으로 하고있으며 국내 및 해외에 4개의 종속회사를 두고 있음.
자체 개발한 온라인 스포츠게임, 전략시뮬레이션 전쟁게임, RPG 게임, 보드게임, 캐주얼 등 다양한 장르의 모바일 게임과 ""프리스타일"" IP를 활용한 콘솔게임 등을 서비스하고 있음.
출처 : 에프앤가이드"
지니뮤직,디지털 음악 서비스 및 음원유통,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","기업개요
'지니' 플랫폼을 통한 온라인 음악 서비스 및 유통을 주요 사업으로 영위함. 1991년 2월 7일에 설립돼, 2000년 7월 18일에 코스닥시장에 상장됨.
동사는 다양한 국내외 고음질 디지털 앨범 스튜디오 원음급 초고음질 프리미엄 FLAC 음원을 보유하고 있으며, AI 뮤직컬러 큐레이션 서비스를 제공함.
국내 음악 플랫폼 최초로 음악감상 이력 기반의 인공지능(AI) 큐레이션 기술을 적용한 차별화된 서비스를 제공하고 있음.
출처 : 에프앤가이드"
카카오게임즈,"모바일, PC게임 퍼블리싱",소프트웨어 개발 및 공급업,"기업개요
동사는 국내 대표 모바일 메신저 카카오톡과 인터넷 포털 사이트 다음(Daum) 플랫폼 기반 PC, 모바일 게임 및 블록체인 게임의 개발부터 글로벌 퍼블리싱 사업까지 영위.
PC게임의 주요 서비스 타이틀은 '카카오 배틀그라운드', '아키에이지' 등으로 국내 및 글로벌 지역에서 서비스를 제공하고 있음.
국내는 PC방과 Daum 포털 그리고 해외는 STEAM 플랫폼 및 자사 메인페이지를 통한 판매 방식으로 수익을 창출함.
출처 : 에프앤가이드"
팬엔터테인먼트,"방송영상물,음반","영화, 비디오물, 방송프로그램 제작 및 배급업","기업개요
동사는 방송콘텐츠 제작·공급하는 방송영상물 제작사업, 드라마 OST 음반사업, 영화사업을 주요 사업으로 영위하고 있음.
'겨울연가', '장밋빛인생', '해를품은달', '각시탈', '동백꽃 필 무렵' 등의 드라마를 제작하였으며 2023년 미니시리즈 '폭삭속았수다', '돌풍', '국민사형투표'를 제작공급 하고 있음.
영화사업부문은 코로나팬데믹의 영향으로 극장향 영화제작 사업구도에서 글로벌 OTT에 공급으로 사업구도를 전환하였음.
출처 : 에프앤가이드"
플레이디,온라인 광고 대행,광고업,"기업개요
동사는 2010년 3월 12일 설립되어, 2020년 3월 12일자로 코스닥시장에 신규 상장되어 회사의 주식 매매가 개시함.
동사는 검색광고, 디스플레이광고, 퍼포먼스광고 등 PC 및 모바일 디바이스 기반 고객이 필요로 하는 디지털마케팅의 모든 서비스를 제공하는 온라인광고대행을 주사업으로 하고 있음.
국내 포털 업체에 이어 국내 광고 시장에서 중요한 입지를 구축하여 국내 광고 시장 생태계의 변화를 주도 중임.
출처 : 에프앤가이드"
한빛소프트,"게임(스타크래프트 등), 교육, 솔루션",소프트웨어 개발 및 공급업,"기업개요
동사는 설립 초기 <스타크래프트>와 <디아블로2>, <워크래프트3> 등을 국내에 성공적으로 유통, 배급하며 사업을 성장시킴.
2021년 상반기에는 <클럽오디션 모바일>을 영국외 16개국, 중남미 등지에 직접서비스하여 글로벌 서비스의 영역도 확대하고 있음.
종속회사인 ㈜한빛드론은 세계적 드론 제조 기업인 DJI의 대한민국 공식 딜러로서 농업용, 산업용, 취미용 등을 망라한 전 부분의 드론을 유통, 판매 하고 있음.
출처 : 에프앤가이드"
SBS,"TV,라디오방송,광고",텔레비전 방송업,"기업개요
동사는 1990년 11월 14일자로 설립되어 방송사업 및 문화서비스업, 광고사업 등을 영위하고 있음.
동사의 주된 사업은 지상파 TV, 광고사업으로 동사에서 방송된 우수한 지상파콘텐츠를 해외 및 국내 위성방송, 인터넷 등에 판매함.
동사의 사업 내용은, SBS 및 SBS 미디어그룹 홈페이지 운영사업, SBS방송콘텐츠를 국내 인터넷, IPTV, 모바일, 디지털케이블TV 등의 매체에 제공하는 서비스사업과 광고사업, 부가사업이 있음.
출처 : 에프앤가이드"
YG PLUS,"광고대행,광고물 제작","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","기업개요
동사는 음반 및 음원 유통과 음악서비스, MD제조 및 유통, 광고대행사업을 영위하기 위해 1996년 11월 설립됨.
YG엔터테인먼트 등 소속 아티스트의 음반 및 음원 유통사업과 음악 플랫폼 운영대행사업, 아티스트 MD/캐릭터 제작 및 판매사업, 광고대행사업 등을 전개하고 있음.
종속회사로는 YG인베스트먼트(투자), 그린웍스(골프), 코드코스메인터내셔널이 있음.
출처 : 에프앤가이드"
이노션,광고대행 및 광고물의 제작 등,광고업,"기업개요
2005년 현대자동차그룹의 계열 광고대행사로 설립되었으며 매체대행, 광고제작, 프로모션, 옥외광고, 스포츠 비즈니스 컨설팅, 공간 디자인, 체험마케팅 등 서비스를 제공.
VFX 전문 제작사인 ㈜스튜디오레논 (LEN)의 지분 47.5%를 인수하며 디지털 크리에이티브 영역을 확대하였음.
2005년부터 현대자동차그룹의 글로벌 마케팅을 대행하면서 연간 100회 이상 글로벌 모터쇼를 대행하고 있음.
출처 : 에프앤가이드"
제일기획,"광고 대행/광고물,영화 제작,인쇄,출판",광고업,"기업개요
동사는 광고업 등을 영위할 목적으로 1973년 1월 17일에 설립되었으며, 1998년 3월 3일자로 한국거래소에 상장됨.
광고주의 니즈에 적합한 Strategy, Creative, Media, Digital, Experiential 등 최적의 마케팅 솔루션을 제공하고 있음.
영업수익은 매체집행과 광고물 제작으로 구분되며, 매체사업은 전파매체(TV, 라디오), 인쇄매체(신문, 잡지), 온라인, 케이블 TV, DMB등으로 구분됨.
출처 : 에프앤가이드"
콘텐트리중앙,"영화 및 방송프로그램 제작, 유통, 광고","영화, 비디오물, 방송프로그램 제작 및 배급업","기업개요
동사는 1969년 9월 일간스포츠로 시작해 1987년 9월 한길무역으로 설립하여 2000년 3월 코스닥시장에 상장됨. 2019년 10월 유가증권시장으로 이전 상장함.
2009년 4월 물적분할 후 2014년 11월 매각하였으며, 2016년 12월 매거진 사업부문을 영업양도함.
동사는 계열사관리 등 지주업과 영화 및 방송 콘텐트투자 사업을 영위하고 있음. 종속회사를 통하여 극장 운영, 방송용 프로그램의 제작 및 유통 등을 영위함.
출처 : 에프앤가이드"
티와이홀딩스,지주사업,기타 금융업,"기업개요
동사는 2020년 9월 분할신설되어 한국거래소 유가증권시장에 상장된 지주회사로 자회사의 주식 또는 지분을 취득, 소유하며 자회사와 관련된 일체의 사업을 영위하는 것을 목적사업으로 하고 있음.
기존 태영건설이 보유했던 SBS미디어홀딩스의 지분을 모두 가지며 SBS미디어홀딩스의 최대주주가 티와이홀딩스로 변경됨.
자회사의 사업현황은 방송사업, 환경사업, 레저사업, 건설사업, 기타사업으로 크게 다섯가지로 분류할 수 있음.
출처 : 에프앤가이드"
CJ ENM,"의류, 생활주방, 가전제품, 보석, 기타",텔레비전 방송업,"기업개요
동사는 1994년 12월 종합유선방송사업과 홈쇼핑 프로그램의 제작공급 및 도소매업을 목적으로 설립되어 1999년 11월 코스닥시장에 상장함.
동사는 방송채널사용사업자로서 현재 tvN, Mnet, OCN, Olive, XtvN, Tooniverse 등의 채널을 운영하고 있음. 주요 종속회사로 스튜디오드래곤이 드라마 콘텐츠 제작 등을 영위 하고 있음.
커머스 사업은 Live TV와 T커머스, CJ몰(CJmall)을 운영함.
출처 : 에프앤가이드"
KX,방송채널사업 및 방송송출서비스,텔레비전 방송업,"기업개요
동사는 2000년 10월 설립되어 이후 2003년 자체장비를 확보, 송출사업을 추가한 후 지속적인 성장을 거듭하여 현재 국내 송출사업자 1위 지위를 유지하고 있음.
주요 종속기업으로 케이엠에이치하이텍, 케이엠에이치신라레저, 파주컨트리클럽, 옥산레저 등을 보유하고 있음.
송출서비스 부문에서 안정적인 거래처를 기반으로 높은 시장지배력 확보하고 있으며, 신규채널 확보를 지속하고 있음.
출처 : 에프앤가이드"
NEW,영화 투자 및 배급,"영화, 비디오물, 방송프로그램 제작 및 배급업","기업개요
2008년 영화 투자/배급을 주 사업으로 영위하는 투자배급사로 설립되었으며 현재 드라마 부문, 음악 부문, VFX 부문 등을 영위.
종속회사인 뮤직앤뉴는 음원투자 및 유통업, 콘텐츠판다는 영상 콘텐츠 부가판권 유통업, 엔진비주얼웨이브는 VFX 사업, 스튜디오앤뉴는 방송프로그램제작업을 영위함.
동사의 주요 개봉 배급작품은 2022년 영화 '정직한 후보2', '올빼미', 2023년 영화 '더 퍼스트 슬램덩크', '밀수' 등이 있음.
출처 : 에프앤가이드"
디앤씨미디어,웹소설 콘텐츠,"서적, 잡지 및 기타 인쇄물 출판업","기업개요
2012년 설립된 동사는 작가 경쟁력과 자체 편집부를 통해 웹소설과 웹툰 콘텐츠를 제작하고, 이를 출판, 유통하는 사업을 주력으로 영위함.
콘텐츠를 전자책으로 변환하여 다수 플랫폼에 제공하여 모바일과 PC로도 서비스함. 중국, 일본, 동남아, 북미 시장에서도 서비스하고 있음.
사업을 다각화하고 해외시장 진출을 통한 지속적인 성장을 추진하기 위해 한일 합작 콘텐츠 자회사 (주)스튜디오붐을 설립하였음.
출처 : 에프앤가이드"
밸로프,기업인수합병,소프트웨어 개발 및 공급업,"기업개요
동사는 온라인 및 모바일 게임의 개발 및 공급업을 영위하고 있음.
PC온라인 게임 및 모바일 게임 퍼블리싱/리퍼블리싱 서비스를 목적으로 2007년 5월 설립하여, PC온라인 게임과 모바일 게임의 퍼블리싱을 주력 사업으로 진행하고 있음.
성장동력으로 리퍼블리싱 사업을 통해 확보된 게임을 직접 개발하고 서비스하는 타이틀을 보유하여 PC온라인 게임 및 모바일 게임 부분의 채널링 서비스도 제공하고 있음.
출처 : 에프앤가이드"
스카이문스테크놀로지,무선통신시스템용 중계기,소프트웨어 개발 및 공급업,"기업개요
1990년 2월 9일에 설립. 중계기 등 통신장비의 개발, 제조 및 판매, 전기통신공사업, 임대업, 소프트웨어 개발 및 공급업 등을 영위하고 있음.
무선통신시스템용 중계기를 통신사업자에게 공급하고 있으며 주요 고객으로는 이동통신, 케이티파워텔 및 방송사 등이 있음.
당기말 기준 부문별 매출비중은 게임사업 63.1%, 통신장비 등 기타 36.9%로 구성되며, 통신장비는 주로 Wi-Fi AP 등임.
출처 : 에프앤가이드"
알비더블유,음반 및 음원 등(콘텐츠),오디오물 출판 및 원판 녹음업,"기업개요
동사는 2010년 3월 5일에 방송제작, 음반제작, 연예기획 및 매니지먼트를 목적으로 설립되었으며, 매니지먼트, 음원/음반/영상/저작관리, 제작 대행(OEM 등), 공연, 상품 판매 등의 사업부문으로 운영되고 있음.
2015년 6월 29일 알비더블유로 사명을 변경함. 2021년 3월 31일 WM엔터테인먼트의 지분 70%를 인수함. 2021년 11월 22일 코스닥시장에 신규 상장함.
출처 : 에프앤가이드"
