Company,items,industry,description
금양그린파워,"플랜트, 발전소 및 신재생에너지 발전소 공사 및 용역",전기 및 통신 공사업,"기업개요
동사는 전기·계장·토목 및 건축의 사업을 영위하는 전기공사 전문기업이자, 신재생에너지 개발투자 사업을 목적으로 하고 있는 종합건설기업임.
주요 사업 분야는 신재생에너지 발전소에 필요한 전기ㆍ계장공사를 수행하는 신재생에너지 사업, 국내외 화공 및 산업 플랜트 전기공사 사업, 신재생에너지 설계 및 플랜트/발전소 경상정비 등 용역 사업으로 구분됨.
동사가 영위하고 있는 플랜트 전기공사는 난이도가 높고 투입인력이 많아 진입장벽이 높음.
출처 : 에프앤가이드"
에스아이리소스,유연탄,기타 화학제품 제조업,"기업개요
1987년 7월에 설립되었으며, 2002년 8월 코스닥시장에 상장함. 동사의 사업은 자원판매사업 부문과 기타사업 부문으로 구성되어 있음.
자원판매사업은 '이탄 채굴판매', '바이오중유 제조판매', '유연탄 채굴판매'로 구분되고, 기타사업 부문은 '건축자재 등의 유통'이 있음.
유연탄 채굴판매를 중장기적으로 지양해야 할 사업으로 판단하여 그 비중을 줄이고 친환경, 신재생에너지 자원(이탄, 바이오중유)에 역량을 집중하고 있음.
출처 : 에프앤가이드"
파루,"온습도 조절기(에어쿨), 무인방제기(야호)","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","기업개요
1993년에 설립되어 2000년 7월 한국증권선물거래소에 주식을 상장한 KOSDAQ시장 상장사이며 주력사업은 태양광발전사업임.
EPC, Roof-Top 등 다양한 태양광발전소를 시공하였으며 농촌경제 활성화를 위한 영농형태양광 사업을 추진하고 있음.
해외사업팀을 비롯하여 세계적으로 70여개의 Distributor를 보유하고 있고, 각 Distributor는 에이전트와 딜러를 조직하고 있음.
출처 : 에프앤가이드"
서남,고온초전도선재,기타 전기장비 제조업,"기업개요
동사는 2004년 설립되어 2020년 코스닥 시장에 상장했으며, 독자기술로 생산한 전력케이블, 한류기, Fusion Reactor, 모터 및 발전기용 고온 초전도 선재 제조 및 판매 사업을 영위하고 있음.
동사의 주력기술은 2세대 고온 초전도 선재 제조 기술 및 이를 이용한 고자장 자석 제조기술로 초 고자장 자석 설계 및 극저온 환경 설계기술을 보유하고 있음.
초전도 선재 특성 향상을 위해 신규로 RCE-DR 장비를 제작함.
출처 : 에프앤가이드"
HD현대,지주회사,기타 금융업,"기업개요
옛 현대중공업지주㈜인 동사는 2017년 4월 한국조선해양㈜ (옛 현대중공업)의 인적분할로 출범한 지주회사임.
동사의 영업수익은 자회사 등으로부터의 배당수익, 상표권 사용수익, 임대수익 등으로 구성됨.
주요종속회사들이 영위하는 사업으로는 주식 또는 지분 취득, 소유, 관리 및 관련업, 선박건조업, 원유정제처리업, 엔지니어링서비스업, 변압기 제조업, 토목공사 및 유사용기계장비 제조업, 산업용 로봇 제조업이 있음.
출처 : 에프앤가이드"
씨에스윈드,풍력발전타워 제조,"구조용 금속제품, 탱크 및 증기발생기 제조업","기업개요
동사는 2006년 설립되었으며 2014년 유가증권시장에 상장하며 풍력발전 설비 및 제조, 관련 기술 개발, 강구조물 제작 및 설치, 풍력발전 관련 컨설팅 및 지원서비스 사업을 영위하고 있음.
동사와 연결종속회사는 풍력타워 생산 및 타워내부 부품, 베어링 생산 등 풍력타워 및 부품 생산사업을 운영하고 있음.
최근 해상풍력을 주력으로 시장경쟁력을 강화하기 위하여 해상풍력타워 하부구조물 사업도 새롭게 진출하는중임.
출처 : 에프앤가이드"
SDN,"태양광기자재 및 선박용엔진 도매, 태양광발전시스템 구축 및 설계",기계장비 및 관련 물품 도매업,"기업개요
동사는 1994년 Outboard Motor(선외기)를 판매할 목적으로 설립됨.
태양광 발전사업자와 시스템 공급업체를 대상으로 태양광 발전시스템 및 태양전지판, Inverter 등을 공급하는 태양광 사업과 어민 및 레져 사업자 등을 대상으로 선외기를 공급하는 엔진·조선 사업을 영위하고 있음.
태양광 에너지 관련 다수의 국책사업 및 국책과제에 참여 하였으며, 국내 및 해외 태양광 시장의 진일보를 위해 노력하고 있음.
출처 : 에프앤가이드"
바이온,"배너,타포린,화장품,자동차부품",음·식료품 및 담배 도매업,"기업개요
동사는 1983년 11월 1일 서울일렉트론 주식회사로 설립되었으며 1997년 8월 6일 코스닥시장에 상장됨.
바이오의료 사업부문, 화장품 사업부문, 유류판매 사업부문, 기타 사업부문(차량용 사출부품, 시트 봉제류 등)을 영위하고 있음.
동사는 바이온글로벌을 2020년 4월 23일 신규 출자 설립한 이후, 2021년 종속회사 바이온메디테크에 지분 100%를 양도하였음.
출처 : 에프앤가이드"
비에이치아이,"보일러,열교환기등",일반 목적용 기계 제조업,"기업개요
동사는 1998년 설립된 발전기자재 전문 기업임. 주된 고객으로는 한전을 비롯한 전력회사 및 발전사업자, 대형건설사, 포스코를 포함한 제철회사 등이 있음.
동사의 제품 품목으로는 보일러, HRSG, B.O.P 등이 있음.
동사는 Amec Foster Wheeler사와의 기술제휴를 통해 발전소용 보일러(PC, Oil&Gas, CFB) 및 HRSG의 설계능력을 보유하고 있음.
출처 : 에프앤가이드"
오르비텍,"방사선안전관리, 항공기 정밀부품 제조 등",기타 과학기술 서비스업,"기업개요
동사는 연구 및 개발을 통한 핵심보유기술을 바탕으로 비파괴기술검사 등을 목적으로 1991년 3월 설립되어 2010년 코스닥시장에 상장됨.
동사의 영업부문은 원자력사업본부, ISI사업본부, 항공사업본부로 구성되어 있음.
2013년에는 항공기 정밀부품 제조업에 진출해 항공우주산업에 필수적인 AS 9100 국제 품질인증획득, 자체 신규공장 준공 등 독립생산능력 확보함. 2017년 신기술사업금융업을 영위하는 오비트파트너스를 신설함.
출처 : 에프앤가이드"
윌링스,태양광 인버터 등,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","기업개요
동사의 사업부문은 크게 두가지로, 신재생에너지 부문과 Power Solution 부문임.
신재생에너지 사업은 태양광발전 시스템과 ESS의 구성요소인 전력변환장치를 자체 개발, 제조 및 판매하는 사업과 태양광발전 시스템과 ESS의 EPC사업을 진행 중임.
동사는 전기압력밥솥용 유도가열 인버터, 선박수처리용 전력변환장치, 직수정수기, 순간온도제어장치, 통신용 배터리팩 및 전기차 충전기 등 다양한 전력변환장치를 개발, 제조 및 판매함.
출처 : 에프앤가이드"
유니슨,"풍력발전기, 풍력타워",일반 목적용 기계 제조업,"기업개요
동사의 주된 사업은 풍력발전 사업으로, 풍력발전시스템과 풍력발전 타워 등 풍력발전기 완제품을 생산하여 국내ㆍ외에 판매, 설치하고 있음.
동사는 1984년 9월 설립. 1993년 11월에 한국거래소 코스닥시장에 상장됨.
국내 최초로 750㎾ 기어리스형 풍력발전시스템 개발함. 2MW, 2.3MW 및 4.2MW, 4.3MW 풍력발전시스템을 개발하여 세계시장에 도전하고 있음.
출처 : 에프앤가이드"
태웅,자유형단조품,기타 금속 가공제품 제조업,"기업개요
동사는 1981년 5월에 태웅단조공업사로 설립되어 1989년 8월에 태웅으로 상호 변경함.
단조사업부는 풍력, 조선, 발전, 플랜트, 산업기계 등의 산업군을 영위함. 금형을 사용할 수 없는 규격이 크고 표준화되지 않은 제품을 주문생산 방식으로 생산/공급함.
제강사업부에서 생산되는 잉곳 및 라운드블룸은 단조사업부로의 공급을 우선적으로 실시 하고 있으며, 생산성 안정화, 품질확보 및 거래처개발 등을 병행하여 실시 하고 있음.
출처 : 에프앤가이드"
에코바이오,"판매시점정보시스템(POS), 금전등록기",사업시설 유지·관리 서비스업,"기업개요
동사는 1997년 8월 4일 ESG 전문기업으로 설립되었으며, 2001년 5월 29일 코스닥시장에 상장되어 매매가 개시됨.
Up-Cycling을 통한 Eco-Chain 가치 창출 및 지속가능한 시스템을 추구하고 있으며 매립지 등에서 발생하는 바이오가스를 기반한 신재생에너지 사업을 추진함.
폐기물 처리의 전 과정에 걸쳐 핵심 역량을 구축하여 국내 신규 사업과 해외 바이오 가스 및 유기성폐기물 자원화 사업에 적극 진출할 계획.
출처 : 에프앤가이드"
흥구석유,휘발유등,기타 전문 도매업,"기업개요
동사는 1966년 12월 16일에 설립되어 1994년 11월 30일자로 코스닥시장에 상장함.
석유류 제품인 휘발유, 등유, 경유등을 GS칼텍스 주식회사로부터 매입하여 대구경북지역에 판매하는 석유류 도.소매업체임.
동사는 석유류 유통구조 변화와 급변하는 환경 변화에 대처하기 위한 경영전략을 새로히 구상하고 자체 역량을 배양하여 경영성과를 높이고자 최선의 노력을 다하고 있음.
출처 : 에프앤가이드"
S-Oil,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",석유 정제품 제조업,"기업개요
동사는 1976년 1월에 설립되고 하루 66만 9천배럴의 원유정제능력을 보유한 정유사로, 정유 뿐 아니라 석유화학 및 윤활기유 등으로 다각화된 사업을 보유.
전체 매출액에서 70%이상으로 가장 높은 비중을 차지하는 정유부문에서는 대규모 정제시설, 높은 고도화설비 수준, 안정적인 내수 유통망 등을 보유하고 있음.
정유 부문의 주요 제품으로는 휘발유,경유,항공유 등이 있으며 윤활 부문의 주요 제품으로는 윤활기유, 윤활유 등이 있음.
출처 : 에프앤가이드"
대명에너지,신재생에너지 발전 공사 및 용역,건물 건설업,"기업개요
2000년 8월 4일 설립. 2014년 1월 21일 물적분할 후 신설법인의 사명을 코아케이블로 하고, 존속법인의 사명을 코아케이블에서 대명에너지로 변경함.
2022년 12월 31일 기준 계열회사의 수는 비상장사 18개임.
신ㆍ재생에너지 사업의 주 발전원인 태양광과 풍력을 기반으로 사업개발부터 설계, 조달, 시공 및 운영관리까지 전 단계를 직접 수행하고 있으며 주요 사업은 신ㆍ재생에너지 발전단지 투자 및 건설사업임.
출처 : 에프앤가이드"
중앙에너비스,석유류도소매,기타 전문 도매업,"기업개요
동사는 1946년 10월 8일 석유류 판매등을 영업목적으로 설립되었음.
1972년 12월 SK에너지 주식회사와 대리점 계약을 맺고 휘발유.경유 등의 일반유와 LPG를 매입.
동사는 SK에너지로 부터 석유제품 및 가스를 매입하여 서울.경기.인천지역의 직영 사업장을 판매망으로 하는 도/소매업을 하고, 직영 사업장의 경우 인근의 고정거래처와 통행차량에 대해 석유제품을 공급하고 있음.
출처 : 에프앤가이드"
SGC에너지,"증기, 전기, REC(신재생에너지공급인증서)",전기업,"기업개요
동사 및 종속회사의 사업부문은 '발전/에너지', '건설 및 부동산', '유리', '기타' 등으로 이루어져 있음.
발전/에너지 부문은 열병합발전을 통해 증기와 전기를 동시에 생산하며 증기는 현재 20개의 증기 수요처에 공정용 증기를 공급하고 있으며, 전기는 자체 사용 후 모두 전력거래소에 역송하여 계통한계가격(SMP)으로 판매.
건설 및 부동산 부문에서는 플랜트, 토건, 터미널 사업을 영위하고 있음.
출처 : 에프앤가이드"
수산인더스트리,전력발전설비 정비 용역,건물설비 설치 공사업,"기업개요
동사는 1983년 4월 16일 건설공사 경상정비 사업을 영위할 목적으로 설립되었음. 2001년 민간 발전설비 정비업체 육성정책이 시행되면서 사업방향을 기존 건설공사에서 발전설비 정비로 변경함.
국내외 전력 발전설비를 대상으로 한 정비사업을 영위하고 있으며, 경상정비공사, 계획예방정비공사, 기타 공사 등 다양한 형태로 서비스를 제공하고 있음.
동사는 연결대상 종속법인을 통해 계측분야 정비사업과 태양광 발전사업 등을 영위하고 있음.
출처 : 에프앤가이드"
이아이디,"무선통신기기부품,전시용 핸드폰모형기(ADM) 제조",기타 전문 도매업,"기업개요
동사는 2002년 6월에 설립되었으며 2007년 11월 유가증권시장 상장됨.
동사는 정유회사 및 수입회사 등으로부터 제품을 공급받아 하부 유통회사 및 주유소에 판매하는 유류도매 사업과 함께 2차전지 양극재 제조설비를 개발하는 사업을 영위하고 있음.
2차전지 분체설비, 소성설비, 반송장치 및 충진장치에 특화된 장비를 개발하고 공급하며, 파우치형의 활성화공정 입출물류설비 및 조립공정 설비 제조를 주력 사업으로 함.
출처 : 에프앤가이드"
한국쉘석유,"윤활유,그리스 제조,도매",석유 정제품 제조업,"기업개요
동사는 윤활유 및 그리스와 기타 석유류 관련 제품의 제조, 조합, 배정 및 판매를 영위할 목적으로 1960년 설립되었음.
동사는 세계적인 에너지 및 석유화학 분야를 주도하는 글로벌 기업이면서, 윤활유부문 세계1위인 로열더취 쉘 그룹의 일원으로 부산 용당동 윤활유 공장에서 윤활유 및 그리스를 생산함.
천연가스에서 추출한 GTL 기유 및 합성유를 사용한 자동차유 사업부문을 강화하고 고급 대형차와 수입차 시장에서 영역을 확장하고 있음.
출처 : 에프앤가이드"
지오릿에너지,지열냉난방시스템,"건축기술, 엔지니어링 및 관련 기술 서비스업","기업개요
동사는 지열냉난방시스템과 연료전지의 설계 및 시공을 주요 사업으로 하고 있음. 최근 신성장 동력 확보를 위해 전기차 배터리의 핵심소재인 리튬사업 추진 중.
해외 리튬사업 추진을 위해 2023년 2월 27일 미국 현지법인 Global Lithium Energy Corporation 설립 함.
2023년 4월 상호를 지엔원에너지(주)에서 지오릿에너지(주)로 변경 함.
출처 : 에프앤가이드"
