Company,items,industry,description
토비스,['Gaming모니터'],['영상 및 음향기기 제조업'],"기업개요
동사는 게임기모니터 및 PC 모니터의 제조 및 판매 등을 주요 사업목적으로 1998년 9월 설립되어 2004년 11월 코스닥시장에 상장함.
동사는 카지노 Garning, Amusement 등에 사용되는 산업용 모니터와 시장 규모가 큰 휴대폰, 디지털카메라 등에 사용되는 TFT-LCD 모듈 및 터치패널을 주요 사업으로 영위함.
전세계 카지노 산업의 지배적 사업자를 전략 고객으로 확보했고 산업용 모니터 사업도 성장하고 있음.
출처 : 에프앤가이드"
미래컴퍼니,['EdgeGrinder'],['특수 목적용 기계 제조업'],"기업개요
동사는 1984년 11월 미래엔지니어링으로 설립한 후 1992년 12월 미래엔지니어링으로 법인전환되고 2004년 미래컴퍼니로 사명 변경함. 2005년 1월 코스닥시장에 상장됨.
동사는 반도체 및 디스플레이 패널 제조 장비 연구 개발 및 제조하는 사업 등을 영위하고 있음. 자회사 미래디피를 통해 Touch 패널을 제조 판매하는 사업을 전개하고 있음.
동사는 Edge Grinder를 국내 최초 자체 개발에 성공하였음.
출처 : 에프앤가이드"
톱텍,['디스플레이 자동화설비'],['특수 목적용 기계 제조업'],"기업개요
동사는 1992년 설립되어, 30년 경험의 FA system 제작을 통해 축적된 노하우와 설계기술 활용하며 지속적인 연구와 개발을 진행하고 있음.
단기간 내에 많은 설비 공급을 요구하는 고객에 맞춘 생산능력을 확보하고 있음.
나노섬유 멤브레인을 균일한 품질로 대량 생산할 수 있는 여건을 갖추고, 세계 최대의 생산역량과 최첨단 생산 설비를 구축하여 나노관련 사업을 진행 중에 있음.
출처 : 에프앤가이드"
HB테크놀러지,['TFT-LCD검사장비'],['특수 목적용 기계 제조업'],"기업개요
동사는 1997년 국내 외 LCD 및 AMOLED 검사장비의 최첨단 제품 생산 등을 주 영업목적으로 설립되었으며 2004년 코스닥시장에 상장함.
2013년 LCD 백라이트유닛인 도광판 확산판을 제조/판매하는 소재사업을 추가함. 주요 거래처는 삼성디스플레이, 중국의 BOE, 대만의 INNOLUX 등이 있음.
2009년 고객사와의 협력개발을 통해 AMOLED 검사장비 개발에 성공하였으며, 현재 주요 매출품목으로 성장함.
출처 : 에프앤가이드"
아바코,['평판디스플레이제조용장비'],['특수 목적용 기계 제조업'],"기업개요
동사는 평판디스플레이 설비 장비를 생산 공급할 목적으로 2000년 1월 16일에 설립되었으며, 2005년 10월 11일 코스닥시장 상장.
동사는 LCD 및 차세대 디스플레이 OLED용 평판디스플레이(FPD) 장비를 생산하고, 고객과의 오랜 신뢰 구축과 보유 기술력을 바탕으로 활발한 사업을 진행하고 있음.
동사는 기존 디스플레이 제조 장비 외에 반도체, 이차전지, MLCC 장비로 사업영역을 확대하여 매출처 다각화에 노력하고 있음.
출처 : 에프앤가이드"
와이투솔루션,"['혼성직접회로,통신기기 제조/화공약품,케이블 도매']",['반도체 제조업'],"기업개요
동사는 전원공급장치인 SMPS(Switching Mode Power Supply)의 개발 및 제조를 주사업으로 하고 있고, 전기자동차 급속충전기에 사용하는 파워모듈 및 바이오 신약개발을 신성장 사업으로 육성 중임.
매출은 PSU 88.07%, 화학상품 도매 사업부 11.7%, 기타 부문 0.29%로 구성되며 LG전자 등이 주요 고객사임.
전기자동차 충전기, 차량용 인버터 등 중대형 SMPS로 시장을 확대해 나가고 있음.
출처 : 에프앤가이드"
엔젯,"['EHD 잉크젯 프린터, EHD 코터']",['특수 목적용 기계 제조업'],"기업개요
동사는 2009년 09월 09일 설립되어 Electro-hydrodynamic (전기수력학, 이하“EHD”)잉크젯 프린팅 및 코팅을 주요사업으로 영위함.
마이크로LED 칩본딩, 디스플레이 빛샘방지 코팅, 폴더블기능성 코팅, 바이오디스펜서 등의 사업에 진출하여 사업을 영위하고 있음.
평판디스플레이 제조용 기계 및 부품 제조업, 마이크로 엘이디 디스플레이 제조용 기계 및 부품 제조업 등을 영위.
출처 : 에프앤가이드"
아바텍,"['Glass Slimming & ITO코팅 제품, PDP필터']",['전자부품 제조업'],"기업개요
동사는 2000년 설립되어, 코팅 및 식각 기술을 활용하여 휴대폰, TV, 태블릿 PC 등의 디스플레이 관련제품과 가전제품 생산에 사용되는 부품 및 원재료를 공급하고 있음.
동사의 주요 제품으로는 디스플레이 패널 공정의 Glass Slimming, ITO코팅 & Metal 코팅이 있음.
그 외 제품으로는 전기 에너지 저장장치인 적층세라믹콘덴서(MLCC) 및 가전제품의 표면처리가 있음.
출처 : 에프앤가이드"
아이씨디,"['건식세정기,LCD,반도체 장비,광정보통신 부품,장비 제조,연구개발,용역 서비스,수출입']",['특수 목적용 기계 제조업'],"기업개요
동사는 LCD, 반도체 및 평판 디스플레이(AM-OLED, TFT-LCD 등) 장비 제조를 주사업목적으로 하며 2000년 2월 26일 설립됨.
AM-OLED, TFT-LCD 등 FPD(Flat Panel Display)의 전반적인 디스플레이 패널 양산에 필요한 제조 장비를 생산, 판매하고 있음.
플라즈마 및 박막트랜지스터 등과 관련된 다양한 지적재산권을 보유하고 있음.
출처 : 에프앤가이드"
덕산테코피아,"['OLED 소재, 반도체 소재']",['기타 화학제품 제조업'],"기업개요
동사는 OLED의 핵심구성요소인 유기재료와 반도체 전자재료 등의 화학제품을 전문적으로 생산하는 사업을 영위하고 있음.
주요 제품인 HCDS는 반도체 제조에 필수적인 소재로 국내외 소수 업체들이 생산·공급하고 있으며, 동사는 국내 최초로 HCDS를 직접 합성부터 초고순도 정제까지 일괄 제조하여 고객사에 공급하고 있음.
신규사업으로 폴리이미드 사업 분야의 출발점인 모노머를 합성하여, 고객사에 공급하기 위한 사업을 준비 중임.
출처 : 에프앤가이드"
케이피에스,['OLED 마스크 인장기'],['특수 목적용 기계 제조업'],"기업개요
동사는 디스플레이 패널업체를 대상으로 정밀장비 제작 및 제어, 비젼기술을 바탕으로 OLED 디스플레이 공정에서 사용되는 장비를 개발, 공급하는 사업을 영위하고 있음.
동사의 주요 제품인 OELD 마스크 인장기는 증착장비와 함께 핵심 장비로 분류됨.
OLED 디스플레이는 전공정과 후공정으로 구분됨. 각각 디스플레이 원판을 제조하고, 완제품에 적용될 디스플레이를 생산하는 과정임.
출처 : 에프앤가이드"
케이엔제이,"['Edge Grinder, CVD-SiC Ring']",['반도체 제조업'],"기업개요
동사는 2005년 회사 설립 이후 디스플레이 제조용 장비인 Edge Grinder(엣지그라인더)와 검사장비를 개발 생산함.
2010년 신규사업으로 CVD-SiC(탄화규소) 제품군 분야에 진출한 후 LED제조용 SiC 코팅제품 및 반도체 웨이퍼 에칭공정용 소모품인 SiC Focus Ring 등을 생산/공급함.
동사의 매출구성은 반도체 제조용 약 71.97%, 디스플레이 제조용 약 28.03%로 이루어짐.
출처 : 에프앤가이드"
피엔에이치테크,['OLED 소재'],['기초 화학물질 제조업'],"기업개요
주요사업으로는 OLED 특허소재개발사업과 공동기술개발 및 양산화 사업과 OLED 원료공급사업이 있음.
OLED 특허소재개발사업은 고굴절 CPL은 공급하고 있으며, 블루 EBL, 저굴절 CPL, 저굴절 HTL, P-Dopant 소재 등을 순차적으로 개발 중.
공동기술개발 및 양산화 사업으로 레드프라임, 레드호스트, 장수명 블루호스트 재료를, OLED 원료공급사업은 Pd 촉매를 중심으로 OLED 재료업체에 양산공급함.
출처 : 에프앤가이드"
디에스케이,"['FPD(Flat Panel Display 평판디스플레이)용 Bonding System 및 In-line System, 카메라모듈장비, 이차전지장비, 메카트로닉스 사업군']",['특수 목적용 기계 제조업'],"기업개요
동사는 디스플레이 장비 및 메카트로닉스 관련 정밀 시스템 제조 사업 등을 영위할 목적으로 1995년 2월 3일에 설립됨.
동사는 기존 사업 영역인 LCD 패널의 PCB Bonding 기술을 접목해 터치패널의 FPC(Flexible Printed Circuit) Auto Bonding System 영업활동 진행 중임.
FPD 장비 기술을 활용하여 Solar Cell제조에 필요한 장비를 개발하여 태양광 에너지 분야의 사업을 추진함.
출처 : 에프앤가이드"
DMS,['LCD 제조장비'],['특수 목적용 기계 제조업'],"기업개요
동사는 디스플레이패널 생산설비의 제조 및 판매 등을 영위할 목적으로 1999년 7월 8일에 설립되었으며, 2004년 10월 1일 코스닥시장에 상장.
주요제품은 디스플레이 세정장비와 약액장비이며, LCD와 OLED 공정에 모두 사용되고 있으며 주요 매출처는 LG Display, BOE, CSOT, HKC 등임.
중국에 생산공장을 보유하고 있으며, 설계, 구매, 가공, 생산, CS까지 회사 자체 역량으로 내재화시켜 현지에서 운영.
출처 : 에프앤가이드"
선익시스템,['OLED 증착장비'],['특수 목적용 기계 제조업'],"기업개요
동사는 1990년 설립되어, 소형 OLED 증착기 시장에서 독보적인 전세계 M/S 1위 업체로서 지위를 확고하게 유지하고 있음.
또한 마이크로 디스플레이용 OLEDoS 증착기 시장에서 300mm 웨이퍼 양산장비를 생산한 유일한 업체임.
대형 OLED 증착기 시장에서도 시장 점유율 확대를 위한 연구개발 및 영업활동을 강화하고 있으며, 전세계적으로 양산 공급하는 업체는 일본 Canon Tokki 와 동가사 있음.
출처 : 에프앤가이드"
비아트론,['AMOLED 등 제조장비'],['특수 목적용 기계 제조업'],"기업개요
동사는 2001년 12월 26일 반도체 및 평판디스플레이 제조용 기계제조업 등을 목적으로 설립됨.
동사의 주요제품은 AMOLED, LTPS LCD, Oxide TFT, Flexible Display 등 디스플레이 패널 제작을 위한 장비 중 전공정 장비에 속하는 backplane 제조 관련 열처리장비임.
동사는 패널의 대형화 추세와 차세대 열처리 기술에 대응 가능한 독자적인 설비를 보유하고 있음.
출처 : 에프앤가이드"
디아이티,['평판디스플레이 검사장비'],['특수 목적용 기계 제조업'],"기업개요
동사는 2005년 설립되어 2018년 코스닥시장에 상장했으며 Vision Solution 기술을 바탕으로 하는 평판디스플레이 검사장비 등의 제조 및 판매 사업을 영위하고 있음.
주요제품군은 AOI Solution, LASER Solution, VISION AI Solution로 구분되며 반도체 산업, 디스플레이(OLED) 산업, 2차전지 산업, 자동차 산업 등에 응용되고 있음.
국내외에 2개의 상표권과 24개의 특허권을 보유함.
출처 : 에프앤가이드"
상보,"['광학필름,윈도우필름,미디어필름']",['플라스틱제품 제조업'],"기업개요
동사는 1989년 4월에 설립되어 2007년 10월 코스닥시장에 상장함.
윈도우필름 및 보호필름은 자동차, 건물용 열차단필름, 외부 보호필름 등으로서에 연결기준 매출총액의 68%를 차지하고 있음.
동사의 디스플레이용 광학필름은 세계최초로 Self-Healing 특성을 이용한 스크래치 방지 기능을 가진 Anti-scratch resin을 개발하여 제품에 적용하였으며, 다양한 필름 제조기술을 보유하고 있음.
출처 : 에프앤가이드"
HB솔루션,"['디스플레이 제조용 장비(도포기, 조립기, 검사기)']",['특수 목적용 기계 제조업'],"기업개요
동사는 레진 도포 및 접합, 검사 설비 제작 기술과 물성분석기술 등을 바탕으로 디스플레이, 반도체 측정·검사 및 제조설비와 잉크젯 프린팅 기술을 이용한 잉크젯 장비를 생산, 판매함.
전공정에서는 초정밀 분석 측정 장비를 개발 및 생산함. 후공정에서는 모듈 제조 공정의 검사, 조립, 도포 공정자동화시스템을 개발 및 생산.
잉크젯 사업에 동사는 DIP, QDCF를 개발 및 납품함.
출처 : 에프앤가이드"
오성첨단소재,"['보호, 기능성 필름']",['플라스틱제품 제조업'],"기업개요
동사는 1994년 6월 설립되었으며 2001년 8월 코스닥시장에 상장하였고 2018년 2월 장비사업부문과 소재사업부문간의 물적분할을 통해 오성첨단소재로 사명을 변경함.
동사는 디스플레이용(TV, IT) 광학필름 및 기능성필름을 개발, 생산하여 국내외 업체에 판매를 하고 있으며, 그 밖에 부동산 임대업을 영위함.
종속회사인 카나비스메디칼에서는 의약품, 의료개발, 의료용 연구개발업을 영위하고 있음.
출처 : 에프앤가이드"
와이엠씨,"['FPD 패널용 Target, Backing Plate 등']",['전자부품 제조업'],"기업개요
동사는 2008년 설립되어 디스플레이용 타겟 및 공정 부품, 반도체용 SiC Ring 재생 제품을 생산하고 있음.
동사는 디스플레이 증착공정에서 필요한 배선재의 재료인 타겟과 관련 부품인 Backing Plate, 디스플레이 공정장비 부품을 연구개발생산하는 사업을 영위하고 있음.
반도체 소형 제품부터 디스플레이 대형 제품까지 대응가능한 가공장비를 보유하고 있으며, 자체적인 소재 생산 기술을 확보하고 있음.
출처 : 에프앤가이드"
제이스텍,['기계장비(디스플레이장비)'],['특수 목적용 기계 제조업'],"기업개요
동사는 1995년 3월에 설립되어 2007년 1월 코스닥시장에 상장.
주요사업은 OLED, LCD 디스플레이 본딩장비와 POL 컷팅장비, Cell 컷팅장비 등 레이저장비 및 워터젯 디프레시장비, 도금장비 등의 반도체 장비의 제조, 판매임.
특히, 워터젯 세정도금장비 부문에서 독보적인 기술과 위치를 차지하고 있으며 , 반도체 도금장비는 Meco등 세계 굴지의 업체와 어깨를 나란히 하여 경쟁하고 있음.
출처 : 에프앤가이드"
코텍,['산업용 모니터'],['영상 및 음향기기 제조업'],"기업개요
동사는 1987년에 설립되었으며, 1999년 9월 상호를 주식회사 코텍으로 변경하였으며, 2001년 코스닥시장에 주식을 상장함.
세계1위 M/S를 확고히 하고 있는 카지노 슬롯머신 등 게임 디스플레이 사업, 전자칠판 등 PID(Public Information Display) 사업, 의료, 항공관제 등 특수목적용 디스플레이 사업으로 구성됨.
카지노 슬롯머신 모니터 분야에서는 21년 연속으로 세계시장점유율 1위를 수성하고 있음.
출처 : 에프앤가이드"
핌스,['OLED Metal Mask'],['전자부품 제조업'],"기업개요
동사는 2016년 1월 19일 설립되었으며 OLED 디스플레이 증착 공정에 사용되는 메탈 마스크의 설계 및 제조, 판매를 주력 사업으로 영위하고 있음.
동사가 영위하는 OLED 디스플레이 메탈 마스크 산업의 매출은 전방산업인 OLED 디스플레이 패널 생산량에 의해 결정됨.
제품 자체가 설계 및 요청에 따라 형태 및 용도가 크게 변하지 않고 일정한 산업 표준 및 규격에 맞추어 진행되기 때문에 보충적 형태로 주문 제작이 진행됨.
출처 : 에프앤가이드"
야스,"['OLED 증착기, OLED 증착원']",['특수 목적용 기계 제조업'],"기업개요
동사는 OLED 디스플레이 패널 제작을 위한 장비 중 증착공정 장비에 속하는 증착시스템, 증착원을 제작 판매하는 사업을 영위하고 있음.
증착기와 증착원 모두 양산 성공경험을 보유하고 있는 기업은 전세계에서 동사가 유일함.
OLED 제조 공정은 폴리이미드 코팅 및 경화 -> LTPS TFT 제조(열처리, 결정화 공정 포함) -> 유기물 증착 -> 봉지 -> 유리기판 제거(LLO) 공정으로 구성됨.
출처 : 에프앤가이드"
아이엘사이언스,['LED용 실리콘렌즈 외'],['전구 및 조명장치 제조업'],"기업개요
동사는 고효율 LED 조명 및 관련 광학기구 및 LED 미용 및 의료기기 등의 제품 개발 및 생산, 판매를 주요 사업으로 영위.
동사가 세계최초로 개발한 LED용 실리콘렌즈와 고출력 COB를 결합하여 가로등, 터널등에 사용할 수 있는 고출력, 고효율의 표준 모듈을 개발하여 생산함.
바이오헬스 산업 중, 뷰티케어 기기 부문과 기능성 화장품 부문에서 광원기반 뷰티케어기기, 경피자극기기, 탈모방지 제품을 제조 및 판매하고 있음.
출처 : 에프앤가이드"
디바이스이엔지,['OLED용 FM MASK 세정장비'],['특수 목적용 기계 제조업'],"기업개요
동사는 반도체와 디스플레이 장비 제조 및 판매를 목적으로 2002년 설립되었으며, 2017년 코스닥시장에 상장함.
동사는 세정공정의 핵심기술인 오염제어기술을 기반으로 메모리와 비메모리 반도체제조공정과 Rigid 와 Flexible OLED 디스플레이에 사용되는 오염제거장비를 공급함.
사업 다각화의 일환으로 반도체와 디스플레이 제조공정에 사용되는 소재와 부품 판매사업도 추진함.
출처 : 에프앤가이드"
우리바이오,['건강기능식품 개발 제조 및 스마트팜 연구개발'],['전구 및 조명장치 제조업'],"기업개요
동사는 2005년 7월 코스닥에 상장되었음.
동사는 건강기능식품 OEM/ODM 제조 사업을 영위하고 있으며, 관련 연구에서는 국내 고유 약용식물의 재배 및 스마트팜(식물공장) 개발과 천연물 소재의 성분 추출을 통한 개별인정형 원료 개발을 진행하고 있음.
또한 의료용 대마 관련 연구 및 개발을 진행 중에 있으며, 추가로 FPCB(연성회로기판)의 생산 및 판매, 레진(RESIN), 천연건강기능식품 등 소재물 사업을 영위하고 있음.
출처 : 에프앤가이드"
에스엔유,"['OLED증착장비, OLED봉지장비, LCD검사장비 등']",['특수 목적용 기계 제조업'],"기업개요
동사는 OLED, LCD, 태양전지 등의 산업용 제조장비를 제조, 판매하는 종합장비전문회사로 주요 매출은 LCD 제조장비 및 태양전지와 OLED 제조장비로 이루어짐.
주요 고객사로는 국내 대규모 디스플레이 패널사와 반도체 산업 그리고 2차전지 사업을 영위하는 고객을 기반으로 중국, 대만, 미국, 유럽 등에 네트워크를 형성하고 있음.
LCD 산업용 제조장비 중심에서 태양전지, OLED 및 반도체 제조장비로 사업영업을 확대함.
출처 : 에프앤가이드"
서울바이오시스,"['Visible LED, UV LED']",['반도체 제조업'],"기업개요
동사는 2002년 1월 25일에 설립되었으며, LED Chip 연구개발, 생산, 판매업을 주요 사업으로 영위.
동사의 LED Chip은 일반조명과 디스플레이용 BLU, 가시광선 영역의 Visible LED 등 매우 광범위한 분야에 적용되고 있음.
MicroLED(차세대 초소형 가시광LED 제품)과 IR LED/VCSEL(적외선 계열 LED/LD 제품) 분야에서 신규시장 진입을 시작하고 있음.
출처 : 에프앤가이드"
위지트,['LCD 반도체'],['특수 목적용 기계 제조업'],"기업개요
동사는 1997년 2월 계측기기 제조 및 판매를 영위할 목적으로 설립되었으며 2005년 1월 원일시스템을 흡수합병함.
국내 최초로 디스플레이 소모성 부품인 상부전극의 국산화 개발에 성공. 이후 고유의 기술력과 정밀가공, 증착, 식각에 적용되는 장비의 소모성 부품을 생산.
동사는 국내외 주요 디스플레이 제조업체들과의 협력 관계를 기반으로 전방산업 기술 고도화에 대응해 왔으며 정부로부터 소재, 부품, 장비 전문기업으로 선정됨.
출처 : 에프앤가이드"
신화인터텍,['디스플레이 BLU용 광학필름'],['플라스틱제품 제조업'],"기업개요
동사는 1988년 5월 27일 특수테이프제품의 제조 및 판매를 목적으로 설립되어 광학Film 및 관련제품 제조, 판매업을 주된 사업으로 하고 있음.
동사는 2005년 2월 삼성전자 LCD 7세대 라인에 제품을 공급을 시작으로 급속한 시장점유율 확대를 통해 국내 외 다수의 업체와 거래하고 있는 LCD BLU용 광학 Film시장의 선두업체임.
동사는 2013년 5월 1일 (주)효성 기업집단에 계열 편입.
출처 : 에프앤가이드"
포인트엔지니어링,['디스플레이 및 반도체 장비 부품'],['기타 금속 가공제품 제조업'],"기업개요
동사는 도장 및 기타 피막처리업을 영위하고 있으며, 차별화된 양극산화기술을 개발 및 부품에 적용함으로써 세계 최대의 디스플레이 및 반도체 장비 제조사에 부품을 공급하고 있음.
또한 동사의 양극산화피막기술을 기반으로 하여 AAO Platform을 활용한 Pin Foundry 사업 및 신규 소재사업으로 사업영역을 확장 중임.
영위 중인 사업 중 디스플레이 제조장비 부품사업이 동사의 핵심 사업 부문임.
출처 : 에프앤가이드"
루멘스,['LED개발 및 제조'],['반도체 제조업'],"기업개요
모바일용 LED 패키징 업체로 2008년 1월 엘씨텍을 통해 우회 상장함.
동사는 LED 소자를 비롯하여 LED 소자를 이용한 BLU일반조명군, 모듈제품군 등의 각종 어플리케이션을 개발 및 생산 판매하고 있음.
LED사업부문, LGP사업부문, 자동차 전장사업 부문으로 구분되며, 종속법인인 곤산류명광전유한공사, Lumens VINA 등은 대부분 지배회사의 생산을 담당하고 있어 지배회사의 사업내용과 일치함.
출처 : 에프앤가이드"
이라이콤,['TFT-LCD용 Back Light Unit'],['상품 중개업'],"기업개요
BLU 부문의 경우 사용자의 눈방향으로 균일한 조도의 빛을 발생시켜서 LCD 패널에 표시되는 정보를 사용자가 정확하게 인지할 수 있도록 하는 역할을 하고 있음.
디스플레이용 BLU는 선진시장의 신흥시장의 성장률 둔화로 경쟁이 과열되어 시장의 성장성은 불투명한 상황임.
반도체 장비부문의 경우 지문인식 센서, SIP 패키지, 양면 Mold 분야에서 안정적인 Thickness 품질 확보로 지속적인 장비 판매가 이루어지고 있음.
출처 : 에프앤가이드"
에프엔에스테크,"['OLED, LCD 제조 공정 장비']",['특수 목적용 기계 제조업'],"기업개요
동사는 2002년 3월 18일에 평판디스플레이관련 장비와 반도체 제조용 부품소재 등의 제조 및 판매를 목적으로 설립되었음.
동사는 고객사의 Flexible 양산 라인에 Wet장비인 식각기, 박리기, 세정기를 공급하고 있고, 이를 바탕으로 향후 해외 시장 진출이 전망 됨.
부품소재부문에서 동사는 세계 제일의 수준의 UPW System을 제조하고 있으며, 반도체 및 디스플레이 패널 업체에 성공적으로 납품하여 경쟁력을 높이고 있음
출처 : 에프앤가이드"
소룩스,"['실내등(형광등, LED등), 실외등, 특수등']",['전구 및 조명장치 제조업'],"기업개요
동사는 1996년 7월 설립되었으며, 조명기구 제조업을 주요 사업으로 영위.
주력제품은 LED등, 형광등, 실외등이며, 사업규모가 증가함에 따라 기존의 건설사 납품뿐만 아니라 B2C, B2G, 에너지사업, 해외사업 등으로 사업 분야를 확대.
터널등은 한국도로공사(ESCO사업 포함) 구매 사업중 가장 큰 비중을 차지하는 조명품목군으로, 동사는 ESCO 사업을 통한 한국도로공사 시장에 2019년부터 본격적 진입하여 영업 확대.
출처 : 에프앤가이드"
엘티씨,['FPD(LCD/OLED) 및 반도체용 박리액'],['기초 화학물질 제조업'],"기업개요
동사는 2007년 설립되어 디스플레이나 반도체 제조 공정에 사용되는 공정소재(Process Chemical) 중 하나인 박리액 개발 및 제조를 주력사업으로 진행하고 있음.
주제품인 PR 박리액(Stripper), 세정액(Thinner)을 국내 유수의 디스플레이 제조업체에 공급하고 있음.
종속회사 엘에스이는 무진전자의 반도체장비 사업부문을 인수하여 국내 유수의 반도체 제조업체에 웨이퍼세정장비 등을 직접 공급하고 있음
출처 : 에프앤가이드"
