Company,items,industry,description
천보,"['디스플레이 소재, 반도체 공정 소재, 2차전지 소재, 의약품 소재, 정밀화학 소재']",['기초 화학물질 제조업'],"기업개요
동사는 2007년 10월 8일에 설립되었으며, 2019년 코스닥 시장에 주식을 상장함. 전자소재, 이차전지 전해질 등의 개발, 제조 및 판매를 주요사업으로 하고 있음.
동사의 주요 사업부문은 크게 전자소재, 2차전지 소재, 의약품 소재, 정밀화학 소재로 구성됨.
2023년 3월 기준 매출 구성은 전자소재 26.1%, 2차전지 소재 58%, 의약품소재 1.3%, 정밀화학소재 3.1%, 기타 11.5%로 이루어져있음.
출처 : 에프앤가이드"
씨아이에스,['2차전지 제조설비'],['특수 목적용 기계 제조업'],"기업개요
2002년 9월 설립된 동사는 리튬 이차전지 생산을 위한 전극 제조관련 장비를 전문 제작하며 2차 전지 전공정인 Coater, Calender, Slitter, Tape Laminator 및 기타설비 등을 생산.
코팅공정에서 기존 열풍 방식의 건조 시스템의 틀에서 벗어나 과열증기를 이용한 건조 방식의 코터를 개발하여 생산성을 높임.
슬리팅 공정에는 불량 부분을 식별하는 라벨러에 대한 특허를 보유하고 있음.
출처 : 에프앤가이드"
엔켐,['2차전지 전해액'],['기초 화학물질 제조업'],"기업개요
동사는 2012년 1월 설립되었으며, 2차 전지 및 EDLC용 전해액, 첨가제 제조 및 판매업을 주요 사업으로 영위하고 있음.
최근 설립한 해외 공장에서는 2차 전지제조시 사용된 폐NMP를 리사이클링 하는 사업을 신규사업으로 추진하고 있으며 용매, 리튬염 제조 및 판매사업까지 사업을 확장을 준비 중에 있음.
자동차용 전해액인 XEV의 매출이 동사 전체 매출의 대부분을 차지하고 있음.
출처 : 에프앤가이드"
에스피지,['소형 Geared Motor'],"['전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업']","기업개요
동사는 정밀제어용 모터 및 감속기 부품 개발, 생산 및 판매를 주요업으로 함.
고마진 전략에 따라 지역별 수출 비중을 차별화 할 계획으로 저마진 제품을 주로 판매하는 미주지역의 매출은 유지하는 한편, 고마진 제품을 주로 수출하는 일본과 유럽 쪽의 수출은 전략적으로 확대, 수익성 개선에 주력.
동사는 삼성전자, LG전자의 최첨단 PDP, LCD 라인 뿐만 아니라, 미국의 GE, Whirlpool에도 공급함.
출처 : 에프앤가이드"
비츠로셀,['리튬1차전지'],['일차전지 및 축전지 제조업'],"기업개요
동사는 리튬일차전지 중 가장 시장이 큰 Li/SOCl2 전지와 Li/MnO2(OEM)전지 분야를 주 사업영역으로 하고 있음.
리튬일차전지 시장에서 프랑스 사프트, 이스라엘 타디란에 이어 세계 3위을 기록하고 있음.
88년 미국 Greatbatch사로부터 기술제휴를 한 이후로 20년 이상의 기간 동안 리튬1차전지만을 연구, 개발해 왔으며 91년 이후로 양산을 시작해 현재까지 양산설비를 자체 개발해 오고 있음.
출처 : 에프앤가이드"
원익피앤이,['2차전지 자동화 설비'],['특수 목적용 기계 제조업'],"기업개요
동사는 1999년 11월 설립되었으며, 2차전지 조립공정장비 및 충방전장비(Formation, Cycler 등) 제조 및 납품하는 사업을 영위. 또한 자회사(피앤이시스템즈)를 통해 충전인프라 사업도 함께함.
국내 주요 납품처는 이차전지 제조 3사 등을 확보하고 있으며, 최근에는 해외 고객사와의 거래가 꾸준히 증가.
주력사업인 2차전지 사업 뿐 아니라 폐배터리 사업영역 등의 확장으로 제품 고도화 및 사업 다각화를 진행하고 있음.
출처 : 에프앤가이드"
필에너지,['2차전지 제조장비'],['특수 목적용 기계 제조업'],"기업개요
동사는 이차전지의 조립 공정 중 핵심 설비를 제작하는 기업임.
Tab을 형성하는 Laser Notching 설비, 음극과 양극의 극판을 적절한 크기로 Cutting 후, 분리막과 번갈아 적층하여 Jelly Roll을 제작하는 Stacking 설비 제작 등을 주력 사업으로 영위.
2015년부터 Laser Notching 양산설비 제작 및 납품하여 고객사로부터 신뢰와 인정을 받았음.
출처 : 에프앤가이드"
원준,['2차전지용 열처리 장비'],['특수 목적용 기계 제조업'],"기업개요
동사는 2차전지(양극재, 음극재) 소재 열처리 장비를 제공하는 소성로 사업과, 2차 전지 소재 공정설비 엔지니어링 사업을 주요사업으로 영위하고 있음.
㈜포스코케미칼, ㈜에스엠랩, ㈜엘지화학 등에 맞춤형 제품 개발 및 생산 공정 설비 솔루션을 제공하고 있음.
전고체 소재, 탄소섬유 소재 생산을 위한 열처리 솔루션과 폐배터리 재활용 솔루션 사업을 신규로 추진하고 있음.
출처 : 에프앤가이드"
새빗켐,"['폐전지재활용소재, 폐산재활용']",['기타 화학제품 제조업'],"기업개요
현재 폐리튬이온 이차전지에서 양극활물질을 정제ㆍ분리하여 전기차에 적용되는 리튬이차전지의 부원료로 공급하는 사업을 영위하고 있음.
동사가 영위하는 사업은 크게 폐전지 재활용 사업과 폐산 재활용 사업으로 구분할 수 있음.
2022년 6월 국내 대형 배터리 소재회사 2개사가 리사이클 원료 공급을 위해 설립한 합작법인과 리사이클 원료 및 전구체복합액 공급을 위한 양해각서(MOU)를 체결함.
출처 : 에프앤가이드"
솔브레인홀딩스,"['반도체,디스플레이,2차전지 공정용 화학제품']",['회사 본부 및 경영 컨설팅 서비스업'],"기업개요
1986년 5월 6일에 대한민국에서 설립됨. 지배기업은 2000년 1월 18일에 코스닥시장에 상장됨.
동사는 다른 회사의 주식을 소유함으로써 그 회사를 지배하는 것을 목적으로 하는 지주회사 체제로 전환됐으며, 주요 수익원은 자회사 등으로부터 받는 배당금, 경영자문수익, 임대수익 등임.
동사의 사업부문은 지주회사 부문, 디스플레이, 2차전지, 반도체, 그리고 바이오헬스케어 부문으로 나뉨.
출처 : 에프앤가이드"
신흥에스이씨,"['2차전지용 안전 부품(Cap Assembly, CID)']",['일차전지 및 축전지 제조업'],"기업개요
동사는 1979년 설립되어 리튬이온전지 부품제조업, 자동화기계 제작업 등을 영위하고 있으며, 2019년 현재 4개의 해외 비상장 계열회사를 보유 중임.
소형 원형배터리 부문은 루시드모터스, 페러데이퓨처 등 원형전지 Pack Module을 장착한 전기차판매가 증가함에 따라 수요증가 예상.
전지 Pack Module 사업은 글로벌 배터리 제조사 배터리를 이용한 전지 Pack Module 인증을 진행 중.
출처 : 에프앤가이드"
엠플러스,['이차전지 자동화 조립설비'],['특수 목적용 기계 제조업'],"기업개요
2003년 4월 설립된 동사는 2차전지 제조장비 중에서 파우치형의 전기자동차용 리튬이온 이차전지 조립공정 장비 제조를 주요사업으로 영위함.
전기자동차용 및 ESS용 이차전지 생산 장비에 집중하고 있음.
동사는 2008년부터 전기자동차용 리튬이온 이차전지의 태동기부터 미국의 A123 Systems와 협력하여 세계에서 처음으로 조립공정 자동화 시스템을 개발 성공함.
출처 : 에프앤가이드"
디에이테크놀로지,['2차전지설비'],['특수 목적용 기계 제조업'],"기업개요
2000년 5월에 설립되어 2차 전지 설비 제조 및 판매업을 주요 사업으로 영위하고 있으며, 2차 전지 설비 중 Notching 설비 및 Folding 설비의 제조 및 판매를 주력 사업으로 진행함.
국내 최초로 양산 적용에 성공하였으며 국내에서 유일하게 고속 Notching설비의 H/W 및 S/W 기술특허 및 요소기술을 보유하였음.
현재 신규사업으로 폐배터리 재활용 사업과 전고체 배터리 장비 개발사업을 추진 중에 있음.
출처 : 에프앤가이드"
아비코전자,"['인덕터, 저항기']",['전자부품 제조업'],"기업개요
동사는 1973년 설립, 2002년 코스닥시장에 상장함. 동사와 종속회사 사업 부문은 인덕터와 저항기를 제조해 판매하는 수동소자 부문과 인쇄회로기판을 제조해 판매하는 PCB 부문으로 분류됨.
현대모비스, NIDEC MOBILITY(구 OMRON), 알프스, 한국단자공업, 삼성전자 등이 PCB 부문 주요 고객사임.
주요 생산제품은 전자제품의 핵심부품인 인덕터, 저항기 등의 수동전자부품이며, 아비코테크(주)는 PCB를 생산하고 있음.
출처 : 에프앤가이드"
아남전자,"['칼라TV,오디오,비디오 제조,도매']",['영상 및 음향기기 제조업'],"기업개요
동사는 홈오디오 제품인 AV 서라운드 리시버, 스트레오 리시버, BT Speaker, Wifi 및 에이아이 스피커, AI Soundbar를 개발, 생산 및 판매 함.
또한 ATMOS 사운드바, OTT Soundbar 등을 개발, 생산 및 판매함.
ODM영업방식으로 해외바이어로부터 주문을 받아 제품을 설계 및 개발하고, 회사의 해외종속법인인 아남전자베트남유한회사에서 생산완료 후 전량 위탁가공무역방식으로 수입 및 수출하는 구조.
출처 : 에프앤가이드"
팅크웨어,"['내비게이션,블랙박스,태블릿 및 위치정보서비스']",['통신 및 방송 장비 제조업'],"기업개요
동사는 1997년 3월에 설립되었으며 내비게이션 및 Map S/W, 차량용 블랙박스, 태블릿 PC, LBS(위치기반서비스) 사업을 영위.
아이나비 내비게이션과 연동하는 `아이나비Black` 출시를 시작으로 동 사업에 진출하였으며 이후 HD부터 QHD까지의 고화질 블랙박스 출시를 통해 보급형과 고급형 제품 라인업을 구축.
차선이탈경보, 전방추돌경보, 앞차출발알림 등 운전자의 운전 편의성을 높임.
출처 : 에프앤가이드"
인포마크,"['웨어러블 디바이스, 모바일 라우터']",['통신 및 방송 장비 제조업'],"기업개요
동사는 2002년 1월 24일에 설립되어 2015년 09월 23일 코스닥 시장에 주권을 상장함.
풍부한 ICT 디바이스 개발 및 제조 경험과 뛰어난 제품 디자인 능력을 바탕으로 네이버를 통해 AI 스피커를 출시하면서 본격적으로 시장에 뛰어듬.
현재 국내에서 가장 많은 AI 스피커 모델을 보유하고 있고, 신사업으로 AI를 활용한 시니어 헬스케어 서비스를 개발중에 있음.
출처 : 에프앤가이드"
동양이엔피,"['휴대폰용,OA기기및통신장비용,디지털가전용전원공급장치']","['전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업']","기업개요
동사는 1987년 설립돼 2005년 코스닥 시장에 주식을 상장함. SMPS, 충전기, 파워써플라이, 아답터등 전원공급장치 제조업을 주요 사업으로 영위함.
청도신동양계전, 동양이엔피 루마니아, 동양이엔피 베트남 등 10개 회사를 연결대상종속회사로 보유함.
평택, 구미 등에 생산시설을 운영 중임. 삼성전자, Canon, Xerox, 휴맥스 등을 주요 거래처로 보유하고 있음.
출처 : 에프앤가이드"
휴맥스,['셋톱박스'],['영상 및 음향기기 제조업'],"기업개요
2009년 10월 휴맥스홀딩스로부터 인적분할 되어 설립되었으며 전자장비 개발 시스템 및 영상처리시스템의 제조 및 판매를 목적으로 하는 회사로 현재 게이트웨이 사업을 영위하고 있음.
방송시장의 경쟁심화에 따라 셋톱박스가 고사양화되는 경향을 보이며, 비디오 게이트웨이는 새로운 성장동력으로 자리매김하고 있음.
동사의 종속회사인 휴맥스오토모티브는 30년 이상 GM, 르노닛산 등 글로벌 완성차 업체에 차량용 전장제품을 공급함.
출처 : 에프앤가이드"
대보마그네틱,"['전자석탈철기, 자력선별기']",['기타 전기장비 제조업'],"기업개요
자장으로 철을 제거하는 자력 선별기술을 기반으로 원료에 함유된 철 또는 비철금속을 제거하는 탈철 장치를 제조함.
동사의 주력 제품으로는 전자석탈철기(Electro Magnetic Filter) 및 자력선별기(Magnetic Separator) 등이 있음.
탈철장비는 투여하는 원료의 특성에 따라 건식 방식과 습식 방식으로 구분되며, 동사는 습식 EMF 장비를 제조할 수 있는 유일한 업체임.
출처 : 에프앤가이드"
나인테크,['이차전지 제조 장비'],['특수 목적용 기계 제조업'],"기업개요
동사는 2007년 6월 18일 설립되었으며 교보7호기업인수목적과 2020년 4월 9일(합병등기일) 합병을 완료한 후 사명을 나인테크로 변경함.
법률상 존속회사인 교보7호기업인수목적은 2017년 3월 22일 설립됨.
동사는 이차전지 분야의 공정기술(라미, 스테킹) 및 IT산업 분야의 초고정밀 Align 기술 및 특수 이송시스템 기술을 적용한 공정장비를 개발 및 제조하여 판매하고 있음.
출처 : 에프앤가이드"
이노메트리,['엑스레이검사 장비'],['특수 목적용 기계 제조업'],"기업개요
동사는 X-ray를 이용한 비파괴 자동검사장비 제조업을 영위하고 있으며 특히 휴대폰 및 자동차 2차 전지 분야에 최적화된 검사장비를 개발 및 판매.
방사선 투과 검사기술을 사용하여 휴대폰, 전기차 및 각종 기기에 사용되는 2차 전지의 내부결함을 검출하는 X-ray 검사장비를 개발하고 있음.
동사의 X-ray 2차 전지 검사기는 머신비전기술을 이용하여 효과적으로 2차 전지의 각종 불량 발생에 대한 검사를 자동화하여 수행 중.
출처 : 에프앤가이드"
삼화전기,"['콘덴서 제조,판매']",['전자부품 제조업'],"기업개요
동사는 1973년 삼화니찌콘 주식회사로 설립되어 1974년 삼화전기 주식회사로 사명을 변경하였으며 콘덴서의 제조 및 판매를 주 사업으로 하고있음.
제품의 특성별로 전해콘덴서, 전기이중층콘덴서, 칩전해콘덴서, 하이브리드콘덴서 등 제품군으로 구별하고 있음.
매출은 2023년 1분기 기준 전해콘덴서 60.4%, Green-Cap 1.86%, 기타 제품 0.86%, 콘텐서 및 자재 외 상품 36.78% 등으로 구성됐음.
출처 : 에프앤가이드"
와이엠텍,['계전기(EV Relay)'],"['전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업']","기업개요
동사의 주요제품은 에너지 저장장치(Energy Storage System), 전기자동차, 전기차 충전기, 태양광 인버터 등에 적용되는 직류 고전압 EV Relay임.
뿐만 아니라 저전압 직류 전원을 사용하는 전동차, 정류기, 조명제어 등에 활용되는 DC Relay 및 Latch Relay도 고객에게 공급함.
2022년 결산 기준 매출은 EV Relay 97.16%, DC Relay 2.77%, 기타 0.07%로 구성됨.
출처 : 에프앤가이드"
가온그룹,['디지털셋톱박스'],['통신 및 방송 장비 제조업'],"기업개요
세계 전역을 대상으로 AI 기반 OTT, 네트워크, XR 사업을 영위하는 통합 솔루션 기업으로, 2001년 5월 설립되어 2005년 7월 코스닥 시장에 상장함.
네트워크 솔루션 전문기업 가온브로드밴드(주)와 XR 솔루션 및 로봇 통합 플랫폼 사업 등을 영위하는 케이퓨처테크(주)를 자회사로 보유함.
전체 매출에서 수출이 큰 비중을 차지하고 있으며, 주력 시장은 국내외 방송 통신 사업자 시장임.
출처 : 에프앤가이드"
유비벨록스,"['모바일플랫폼 및 모바일솔루션, 스마트카드 등']",['소프트웨어 개발 및 공급업'],"기업개요
2000년 9월에 설립되어 2010년 6월에 코스닥시장에 상장했으며 스마트카드와 스마트모바일사업 및 블랙박스, 지도플랫폼 사업을 영위함.
스마트 카드 판매 및 관리시스템 공급을 영위하는 스마트카드 부문과, 비콘공급 및 모바일 플랫폼 솔루션, 스마트폰용 컨텐츠, App Store 구축 및 관리를 영위하는 모바일 부문으로 구분됨.
당기말 기준 팅크웨어, 아이나비 등 총 11개의 연결대상 종속회사를 보유하고 있음.
출처 : 에프앤가이드"
모바일어플라이언스,"['블랙박스, 내비게이션, HUD, ADAS']",['소프트웨어 개발 및 공급업'],"기업개요
동사는 2004년 4월 19일 설립된 스마트자율주행 솔루션 전문기업임.
딥러닝과 빅데이터 기반의 영상인식에 커넥티드 통신모듈이 연동된 플랫폼 제품, 레이더이벤트기록장치, 운전자보조시스템(ADAS), 졸음운전 감지장치, 헤드업디스플레이 (HUD) 등 스마트 자율주행 관련 제품을 생산중임.
주요 고객은 현대모비스와 함께 2014년 부터는 BMW, 아우디를 시작으로 벤츠 등의 글로벌 완성차 업체들임.
출처 : 에프앤가이드"
지아이텍,"['SLOT DIE, SLIT NOZZLE, REPAIR, 기타']",['특수 목적용 기계 제조업'],"기업개요
동사는 2차전지 및 수소전지 제조공정에 적용되는 SLOT DIE와 디스플레이 제조공정에 적용되는 SLIT NOZZLE의 제조와 해당 제품에 대한 REPAIR 서비스를 주 영업으로 하고 있음.
SLOT DIE 와 SLIT NOZZLE을 사용하는 관련 장비 및 부품에 대한 제조를 기타 사업군으로 두고 있음.
자사 제품 뿐 아니라 타사의 마모된 SLOT DIE와 SLIT NOZZLE에 대해서도 REPAIR 서비스를 제공하고 있음.
출처 : 에프앤가이드"
에스퓨얼셀,"['건물용 연료전지, 발전용 연료전지']","['전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업']","기업개요
동사와 연결회사는 수소연료전지 전문회사임. 건물용 연료전지의 제조 및 판매를 주력사업으로 영위하고 있으며, 연료전지 파워팩을 신규사업으로 추진하고 있음.
2022년 말 기준 매출은 건물용 연료전지 부문 90.89%, 기타용역 2.56%, 연료전지 발전소 6.55%로 구성되었음.
경기도 수원에 위치한 연료전지업체 에스모빌리티솔루션(주)을 연결대상 종속회사로 보유. 이를 통해 연료전지 파워팩 신사업 추진 중.
출처 : 에프앤가이드"
뉴인텍,['콘덴서'],['자동차 신품 부품 제조업'],"기업개요
동사는 커패시터 및 증착필름의 제조 및 판매 등을 주요 사업으로 영위하며 커패시터는 전기를 사용하는 산업에 필수 사용 되어지는 부품, 증착필름은 커패시터 제조에 필요한 원재료임.
동사에서 제조/판매하고 있는 커패시터는 생활가전용, 전력용, 신재생에너지용, 의료용등 인간생활과 밀접한 산업에 쓰이고 있음.
커패시터의 주요 재료로 쓰이는 증착필름을 직접 제조하여, 동사에서 직접 사용하거나, 전세계 필름커패시터 제조업체 50여곳에 판매.
출처 : 에프앤가이드"
에이치와이티씨,['2차전지 장비 초정밀 부품'],['기타 금속 가공제품 제조업'],"기업개요
동사는 배터리 제조 공정 중 극판공정 및 조립공정에 사용되는 2차전지 장비의 초정밀 제품을 생산하고 있음.
주요 제품으로 극판 공정 장비에 사용되는 PX-SHAFT 및 KNIFE UNIT과 KNIFE-SPACER, 조립 공정 장비에 사용되는 권심, CUTTER와 초음파 혼, ANVIL, 절연판 금형 등을 생산.
MES 시스템 도입을 통한 전 생산공정에 대한 공정관리를 수행하고 있으며, 공정별 품질검사를 통하여 높은 품질을 유지.
출처 : 에프앤가이드"
성호전자,"['전원공급장치,필름콘덴서']",['전자부품 제조업'],"기업개요
동사는 1973년 5월 설립되어 2001년 코스닥시장에 등록한 기업으로, 전원공급장치(PSU)와 전기/전자 완제품 수동 회로구성의 핵심부품인 FILM CAPACITOR 제조 및 판매를 주요 사업으로 영위하는 기업임.
연결대상 종속법인으로는 필름콘덴서 등을 제조하는 중국소재의 위해한성성호전자유한공사와 주해성호전자유한공사를 보유하고 있음.
종속회사 중 위해한성성호전자유한공사는 적자 시현중이고 주해성호전자유한공사는 당기에 흑자 전환함.
출처 : 에프앤가이드"
이지트로닉스,['전력변환장치'],"['전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업']","기업개요
동사의 주요 개발, 생산제품은 전력변환부품으로 친환경산업(전기차/수소차, 신재생에너지), 이동통신, 방산, 선박, 의료장비 등 다양한 분야에 적용됨.
활발하게 생산되는 제품군은 전기차 및 수소차용 인버터, 컨버터, OBC, 5G 통신용 정류기, 전력시스템 DC배전용 50kw DC/DC 컨버터, 방산 분야 인버터, 컨버터, OBC 등이 있음.
주요 고객사는 현대자동차 등.
출처 : 에프앤가이드"
파워넷,['전력변환장치'],"['전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업']","기업개요
동사는 1994년에 설립되었으며, 2018년에 코스닥시장에 상장함. 동사는 중국 2개, 베트남 1개의 종속회사를 가지고 있음.
SMPS는 가전뿐 아니라 정보통신장비 및 산업용 장비 등 전력변화에 민감한 전자제품에 안정적인 전원을 공급하는 장치로 시스템의 심장부 역할을 하는 산업임.
SMPS는 향후 차량용 반도체, 인포테인먼트 장비, 자율주행자동차 등의 자동차 전장사업 분야로 적용범위가 확대될 것으로 전망됨.
출처 : 에프앤가이드"
TJ미디어,['영상음향반주기'],['영상 및 음향기기 제조업'],"기업개요
1991년 4월 설립되었으며, 국내 노래반주기 시장을 선도해 왔으며 이를 바탕으로 일본을 비롯하여 미주, 동남아 등 해외시장을 개척하고 있음.
20년 이상 사업을 진행하면서 축적된 다양한 기술력과 노하우, 사업 경험을 갖추고 있으며, 노래반주기 부문에서는 높은 경쟁력을 지니고 있음.
TJ미디어가 생산한 노래반주 콘텐츠를 기반으로 노래방 업소 외에 다양한 채널과 플랫폼을 통해 노래방 콘텐츠와 엔터테인먼트 서비스를 제공하고 있음.
출처 : 에프앤가이드"
휴맥스홀딩스,"['지주사업, IT서비스사업']","['컴퓨터 프로그래밍, 시스템 통합 및 관리업']","기업개요
동사는 1989년 1월 26일 설립되어 1997년 4월 16일에 코스닥시장에 상장함. 2009년 10월 1일부로 투자사업부문을 인적 분할하여, 2009년 10월 30일부로 코스닥시장 변경상장을 승인받음.
동사는 전자장비 개발 시스템 제조 및 판매업 등을 영위하고 있으며, 브랜드 사용료, 배당수익이 주 수익원임.
2020년 휴맥스아이티를 흡수 합병함에 따라, 지주사업 외에 IT 서비스 사업을 영위하고 있음.
출처 : 에프앤가이드"
에이에프더블류,['음극마찰용접단자'],['일차전지 및 축전지 제조업'],"기업개요
동사는 마찰용접기술을 기반으로 리튬이온 2차 전지 부품 중 하나인 음극마찰용접단자와 금속 가공품을 생산하고 있음.
동사의 마찰용접음극단자 주요 매출처는 삼성SDI 1차 협력사인 신흥에스이씨(주), 중국회사인 섬서주신흥동력전지과기(유)등이고 금속가공품은 서한산업(주)등이 있음.
동사의 음극마찰용접단자의 경우 ESS 및 전기차의 배터리에 투입되고 있으며 중대형 전지의 경우는 BMW, Audi, Chrysler 등의 배터리에 탑재 중.
출처 : 에프앤가이드"
에스씨디,['전자렌지용 MOTOR 및 냉장고용 TIMER'],['가정용 기기 제조업'],"기업개요
동사는 1987년 4월에 설립되어 냉장고 관련부품과 에어컨 관련부품, 기타 가전제품용 부품을 생산 및 판매하는 사업을 영위하고 있음. 2000년 7월에 코스닥 시장에 상장함.
가전제품용 부품 제조업에서 자동차부품 제조 및 판매업으로 사업 영역을 확대하고자 하며, 홍콩, 중국 광저우, 베트남 등에 자동차 및 전동기 모터 제조 판매회사들을 연결대상 종속법인으로 보유하고 있음.
출처 : 에프앤가이드"
